,abilities
kmeans_n_clusters_1,0.51983327
kmeans_n_clusters_2,0.53918564
kmeans_n_clusters_3,0.53566027
kmeans_n_clusters_4,0.53490573
kmeans_n_clusters_5,0.50989497
kmeans_n_clusters_6,0.5096179
kmeans_n_clusters_7,0.49468458
kmeans_n_clusters_8,0.48911282
dbscan_eps_0_1_min_samples_2,0.51983327
dbscan_eps_0_2_min_samples_2,0.51983327
dbscan_eps_0_3_min_samples_2,0.51983327
dbscan_eps_0_4_min_samples_2,0.51983327
dbscan_eps_0_5_min_samples_2,0.51983327
dbscan_eps_0_6_min_samples_2,0.51983327
dbscan_eps_0_7_min_samples_2,0.51983327
dbscan_eps_0_8_min_samples_2,0.51983327
dbscan_eps_0_9_min_samples_2,0.51983327
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.51983327
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.50536406
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.48004842
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.48668858
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.4758698
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.46940547
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.46858254
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.4728347
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.51983327
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5400298
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5315032
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5107758
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5021106
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.4937932
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.48857045
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.48090523
mean_shift_,0.5252182
optics_,0.5205013
random_model_n1,0.4879365
random_model_n2,0.48791924
random_model_n3,0.4887634
random_model_n4,0.4879214
random_model_n5,0.4880806
random_model_n6,0.48790106
random_model_n7,0.48806164
random_model_n8,0.48803443
random_model_n9,0.48793983
random_model_n10,0.48780376
random_model_n11,0.48799065
random_model_n12,0.4877981
random_model_n13,0.4877534
random_model_n14,0.48782298
random_model_n15,0.48796067
random_model_n16,0.4877708
random_model_n17,0.48798287
random_model_n18,0.48803625
random_model_n19,0.4880447
random_model_n20,0.48773825
random_model_n21,0.48819757
random_model_n22,0.48831886
random_model_n23,0.48811853
random_model_n24,0.48770535
random_model_n25,0.48861808
random_model_n26,0.48789084
average_model,0.50858307
optimal_clustering,0.54116213
