,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,average_model,optimal_clustering
0,0.49469308988347066,0.5031544570622727,0.5010762265271284,0.5053811326356417,0.4969197654568396,0.49929488606843314,0.5016700066800267,0.5092407036294812,0.49899799599198397,0.5065686929414385,0.4994433311066578,0.49914644103020855,0.5071624730943368,0.50597491278854,0.5031544570622727,0.5016700066800267,0.5024122318711497,0.5125064944704223,0.4929117494247755,0.4972166555332888,0.5038966822533957,0.5099829288206041,0.5110220440881763,0.4966228753803904,0.497513545609738,0.4994433311066578,0.49766199064796257,0.5006308914124545,0.501977499973492,0.5125064944704223
1,0.4988495509537594,0.506717137979663,0.5070140280561122,0.5028575669858235,0.49068507385140653,0.49543531507459365,0.49350552957767385,0.5062718028649892,0.49840421583908556,0.4966228753803904,0.4945446448452461,0.5009277814889037,0.49469308988347066,0.5024122318711497,0.4981073257626364,0.49439619980702143,0.4988495509537594,0.4966228753803904,0.5061233578267647,0.5015215616418022,0.48994284866028354,0.49127885400430493,0.5006308914124545,0.4970682104950642,0.49053662881318194,0.49840421583908556,0.5022637868329252,0.5038966822533957,0.49852085122626205,0.5070140280561122
2,0.5043420173680695,0.5080531433236845,0.50597491278854,0.4966228753803904,0.4958806501892674,0.49469308988347066,0.5027091219475989,0.49068507385140653,0.49974022118310696,0.49959177614488237,0.5055295776738663,0.5013731166035775,0.5019668967564759,0.5087953685148074,0.5018184517182513,0.5050842425591925,0.5016700066800267,0.5046389074445187,0.5028575669858235,0.496771320418615,0.49840421583908556,0.5038966822533957,0.4987011059155348,0.4988495509537594,0.49617754026571664,0.5025606769093743,0.4981073257626364,0.49365397461589844,0.5006839074975348,0.5087953685148074
3,0.49959177614488237,0.5047873524827433,0.5038966822533957,0.5034513471387219,0.4994433311066578,0.4970682104950642,0.4973651005715134,0.49959177614488237,0.5056780227120908,0.5007793364506792,0.5049357975209678,0.5010762265271284,0.49276330438655086,0.48771617308691456,0.5006308914124545,0.49766199064796257,0.49424775476879684,0.49068507385140653,0.5055295776738663,0.5027091219475989,0.5007793364506792,0.5033029021004973,0.49424775476879684,0.5006308914124545,0.49855266087731015,0.49484153492169525,0.5004824463742299,0.49276330438655086,0.4991146313791605,0.5056780227120908
4,0.5000371112595562,0.496029095227492,0.5013731166035775,0.4978104356861872,0.5004824463742299,0.4966228753803904,0.496771320418615,0.5086469234765828,0.5019668967564759,0.5058264677503155,0.49543531507459365,0.5009277814889037,0.4988495509537594,0.5068655830178876,0.5070140280561122,0.5101313738588288,0.5024122318711497,0.5031544570622727,0.5022637868329252,0.5047873524827433,0.5035997921769465,0.5025606769093743,0.5095375937059303,0.49617754026571664,0.5062718028649892,0.49959177614488237,0.497513545609738,0.5050842425591925,0.5020623257096203,0.5101313738588288
5,0.5019668967564759,0.5006308914124545,0.4964744303421658,0.5016700066800267,0.5077562532472352,0.5050842425591925,0.5000371112595562,0.4978104356861872,0.5038966822533957,0.5034513471387219,0.5010762265271284,0.5010762265271284,0.496029095227492,0.5025606769093743,0.5027091219475989,0.5047873524827433,0.5087953685148074,0.5049357975209678,0.5013731166035775,0.5000371112595562,0.5040451272916203,0.504490462406294,0.505232687597417,0.503006012024048,0.5050842425591925,0.5016700066800267,0.4987011059155348,0.5087953685148074,0.5026136929944546,0.5087953685148074
6,0.503006012024048,0.5016700066800267,0.49335708453944926,0.4969197654568396,0.496029095227492,0.49543531507459365,0.4979588807244118,0.4923179692718771,0.497513545609738,0.5025606769093743,0.4987011059155348,0.4994433311066578,0.507459363170786,0.504490462406294,0.5031544570622727,0.49202107919542787,0.5071624730943368,0.5049357975209678,0.4987011059155348,0.5000371112595562,0.4929117494247755,0.49959177614488237,0.4958806501892674,0.49558376011281824,0.4964744303421658,0.505232687597417,0.4951384249981444,0.5015215616418022,0.4991146313791604,0.507459363170786
7,0.5056780227120908,0.5007793364506792,0.49988866622133155,0.5007793364506792,0.49959177614488237,0.48979440362205895,0.5065686929414385,0.50597491278854,0.5058264677503155,0.5043420173680695,0.5007793364506792,0.495286870036369,0.5086469234765828,0.5065686929414385,0.4945446448452461,0.5092407036294812,0.5086469234765828,0.5031544570622727,0.5019668967564759,0.49914644103020855,0.5021153417947005,0.4945446448452461,0.4988495509537594,0.4994433311066578,0.496771320418615,0.5034513471387219,0.4951384249981444,0.5047873524827433,0.5015109584247861,0.5092407036294812
8,0.49558376011281824,0.5055295776738663,0.5076078082090106,0.4964744303421658,0.5019668967564759,0.49899799599198397,0.506717137979663,0.5035997921769465,0.5004824463742299,0.5021153417947005,0.5065686929414385,0.5056780227120908,0.5009277814889037,0.495286870036369,0.49988866622133155,0.5049357975209678,0.49409930973057226,0.49498997995991983,0.507459363170786,0.5013731166035775,0.49974022118310696,0.5004824463742299,0.4988495509537594,0.5013731166035775,0.5064202479032138,0.4994433311066578,0.4988495509537594,0.5062718028649892,0.5014897519907541,0.5076078082090106
9,0.495286870036369,0.5070140280561122,0.505232687597417,0.503006012024048,0.4957322051510428,0.49424775476879684,0.4981073257626364,0.4958806501892674,0.5007793364506792,0.498255770800861,0.5071624730943368,0.503006012024048,0.5024122318711497,0.4929117494247755,0.49988866622133155,0.4945446448452461,0.5015215616418022,0.5024122318711497,0.5056780227120908,0.4969197654568396,0.5018184517182513,0.5061233578267647,0.5003340013360054,0.49899799599198397,0.496029095227492,0.5050842425591925,0.4923179692718771,0.5101313738588288,0.5003870174210856,0.5101313738588288
