,abilities
kmeans_n_clusters_1,0.51846224
kmeans_n_clusters_2,0.53359514
kmeans_n_clusters_3,0.53183484
kmeans_n_clusters_4,0.53153235
kmeans_n_clusters_5,0.5163009
kmeans_n_clusters_6,0.5158311
kmeans_n_clusters_7,0.50649357
kmeans_n_clusters_8,0.50208664
dbscan_eps_0_1_min_samples_2,0.51846224
dbscan_eps_0_2_min_samples_2,0.51846224
dbscan_eps_0_3_min_samples_2,0.51846224
dbscan_eps_0_4_min_samples_2,0.51846224
dbscan_eps_0_5_min_samples_2,0.51846224
dbscan_eps_0_6_min_samples_2,0.51846224
dbscan_eps_0_7_min_samples_2,0.51846224
dbscan_eps_0_8_min_samples_2,0.51846224
dbscan_eps_0_9_min_samples_2,0.51846224
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.51846224
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.51077604
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.49464875
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.49930912
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.49194115
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.48781696
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.48736817
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.49031845
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.51846224
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.53449637
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.52941555
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.51724756
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.51172805
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5054889
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5018243
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.4976642
mean_shift_,0.5221054
optics_,0.5188913
random_model_n1,0.49958342
random_model_n2,0.49963477
random_model_n3,0.50028735
random_model_n4,0.49977276
random_model_n5,0.49973437
random_model_n6,0.49974027
random_model_n7,0.4998364
random_model_n8,0.49973527
random_model_n9,0.4997917
random_model_n10,0.49957192
random_model_n11,0.49987677
random_model_n12,0.49961305
random_model_n13,0.49951887
random_model_n14,0.49965096
random_model_n15,0.49969178
random_model_n16,0.4995322
random_model_n17,0.499754
random_model_n18,0.4998621
random_model_n19,0.49995345
random_model_n20,0.4994971
random_model_n21,0.49987832
random_model_n22,0.4999037
random_model_n23,0.49995112
random_model_n24,0.49942774
random_model_n25,0.50026524
random_model_n26,0.49969488
random_model_n27,0.49975693
random_model_n28,0.49971217
random_model_n29,0.49974686
random_model_n30,0.4996855
random_model_n31,0.49960145
random_model_n32,0.49990264
random_model_n33,0.49955717
random_model_n34,0.5001625
random_model_n35,0.49983126
random_model_n36,0.49971762
random_model_n37,0.50007683
random_model_n38,0.49982458
random_model_n39,0.49963775
random_model_n40,0.4999851
random_model_n41,0.50007796
random_model_n42,0.49959913
random_model_n43,0.49966228
random_model_n44,0.4996737
random_model_n45,0.49966952
random_model_n46,0.49953005
random_model_n47,0.49972907
random_model_n48,0.49977598
random_model_n49,0.4996269
random_model_n50,0.49962324
random_model_n51,0.49962348
random_model_n52,0.50017035
random_model_n53,0.49980125
random_model_n54,0.49965817
random_model_n55,0.50043076
random_model_n56,0.4997858
random_model_n57,0.49964827
random_model_n58,0.50004196
random_model_n59,0.49973282
random_model_n60,0.5000219
random_model_n61,0.49974918
random_model_n62,0.49963853
random_model_n63,0.4995635
random_model_n64,0.49989477
random_model_n65,0.49989083
random_model_n66,0.4998303
random_model_n67,0.4998464
average_model,0.5131494
optimal_clustering,0.53595513
