,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,average_model,optimal_clustering
0,0.46684137505780793,0.6092800986588561,0.6230306767380915,0.6205642053337445,0.6063819947587482,0.5936180052412517,0.5806073685833205,0.5806073685833205,0.5684599969169107,0.6145213503930939,0.6145213503930939,0.6145213503930939,0.6145213503930939,0.46684137505780793,0.46684137505780793,0.46684137505780793,0.46684137505780793,0.46684137505780793,0.6129181439802682,0.6246955449360259,0.5762910436257129,0.6148296593186373,0.5890550331432095,0.5704331740403885,0.5888083860027747,0.46684137505780793,0.6119315554185294,0.6240172652998305,0.6204408817635271,0.605272082626792,0.5679050408509326,0.5865885617388623,0.5897949745645137,0.6126714968398335,0.6145213503930939,0.5009403422229074,0.5059349468167104,0.4979805765376908,0.5052566671805149,0.5065515646677972,0.49754894404193,0.4945891783567134,0.5021119161399723,0.4938492369354093,0.49428086943117006,0.5098813010636658,0.512717743178665,0.48053029135193465,0.5018652689995375,0.5072298443039926,0.5000154154462771,0.4917527362417142,0.502728533991059,0.5068598735933405,0.5146909203021427,0.5053799907507323,0.4943425312162787,0.5021119161399723,0.5048866964698628,0.5043934021889934,0.49144442731617083,0.4884846616309542,0.4998304300909511,0.4974872822568213,0.4990288268845383,0.49452751657160476,0.5731417250455326,0.6240172652998305
1,0.4658856173886234,0.6131339602281486,0.6110991213195622,0.6085709881301063,0.6041930013873902,0.6031447510405427,0.5835979651610914,0.5835979651610914,0.5568984122090335,0.6162787112686913,0.6162787112686913,0.6162787112686913,0.6162787112686913,0.4658856173886234,0.4658856173886234,0.4658856173886234,0.4658856173886234,0.4658856173886234,0.6152304609218436,0.6199167565901033,0.593278865423154,0.601356559272391,0.6002466471404347,0.588284260829351,0.5999383382148913,0.4658856173886234,0.6144905195005396,0.6199167565901033,0.6061661785108678,0.6130106366579312,0.5971635578850008,0.5859411129952212,0.5562817943579467,0.6163403730538,0.6162787112686913,0.49683983351318023,0.49603823030676736,0.49782642207491906,0.5032526591644828,0.49406505318328964,0.5046092184368738,0.5020810852474179,0.49554493602589794,0.494003391398181,0.49375674425774624,0.5174348697394789,0.5176815168799137,0.4825342993679667,0.5007245259750269,0.49646986280252814,0.49782642207491906,0.48352088792970555,0.49899799599198397,0.4939417296130723,0.48820718359796517,0.5044242330815477,0.5061507630645907,0.5024510559580699,0.4954216124556806,0.4944350238939417,0.5085555726838292,0.5040542623708957,0.5029443502389395,0.4944966856790504,0.49622321566209343,0.504177585941113,0.572231642772725,0.6199167565901033
2,0.45894866656389705,0.44630800061661785,0.5384923693540928,0.5263449976876831,0.5498381378140897,0.576845999691691,0.5775859411129952,0.5668567905040851,0.5702481886850624,0.5719130568829968,0.5717897333127794,0.5717897333127794,0.5717897333127794,0.45894866656389705,0.45894866656389705,0.45894866656389705,0.45894866656389705,0.45894866656389705,0.5458301217820256,0.5622321566209342,0.5759210729150609,0.5814089717897333,0.5800524125173424,0.5783258825342994,0.5568675813164791,0.45894866656389705,0.5423770618159396,0.5611839062740867,0.5708648065361492,0.556497610605827,0.5758594111299522,0.5589024202250655,0.5751811314937567,0.5431170032372438,0.5717897333127794,0.49452751657160476,0.49243101587790966,0.4996454447356251,0.49946045938029904,0.4966856790504085,0.50081701865269,0.49224603052258364,0.4974256204717127,0.49514413442269156,0.4940342222907353,0.514444273161708,0.5068598735933405,0.505996608601819,0.4940342222907353,0.4961307229844304,0.49193772159704025,0.51062124248497,0.5021735779250809,0.49076614767997534,0.48990288268845383,0.5069831971635579,0.4987205179589949,0.4960690611993217,0.4968706644057345,0.49273932480345306,0.49298597194388777,0.48749807306921533,0.4993371358100817,0.5038384461230153,0.4981039001079081,0.49921381223986433,0.5351580654185865,0.5775859411129952
3,0.4658239556035147,0.6019115153383691,0.5997533528595653,0.6091876059811931,0.6035763835363034,0.5957453368275012,0.595375366116849,0.5687991367350085,0.5180514875905657,0.6102358563280407,0.610174194542932,0.610174194542932,0.610174194542932,0.4658239556035147,0.4658239556035147,0.4658239556035147,0.4658239556035147,0.4658239556035147,0.608447664559889,0.5872976722676121,0.595375366116849,0.5430861723446894,0.5893325111761986,0.5930322182827192,0.5522121165407738,0.4658239556035147,0.6069677817172807,0.5620163403730538,0.6085709881301063,0.5959303221828272,0.5620780021581625,0.5829196855248959,0.5816247880376136,0.6053645753044551,0.610174194542932,0.4948666563897025,0.5017727763218746,0.5049791891475258,0.5077539694774164,0.4906736550023123,0.5033759827347002,0.5044242330815477,0.4948049946045938,0.4989363342068753,0.5083089255433945,0.4860490211191614,0.4813010636657931,0.5125635887158934,0.49875134885154926,0.49320178819176813,0.5039309388006783,0.4915369199938338,0.5060274394943733,0.5086788962540466,0.48709727146600895,0.504177585941113,0.5032526591644828,0.49770309850470174,0.5010328349005704,0.5021427470325266,0.48746724217666104,0.5090488669646986,0.4992446431324187,0.49702481886850625,0.49659318637274547,0.5025743795282873,0.5645832976494298,0.6102358563280407
4,0.4494835825497148,0.5860027747803299,0.5851395097888084,0.5914906736550023,0.5998766764297826,0.5969785725296748,0.5899491290272854,0.5899491290272854,0.5783567134268537,0.5819947587482658,0.5819947587482658,0.5819947587482658,0.5819947587482658,0.4494835825497148,0.4494835825497148,0.4494835825497148,0.4494835825497148,0.4494835825497148,0.585201171573917,0.5609064282410976,0.6009249267766302,0.6006166178510868,0.5974718668105442,0.5946970864806537,0.5974718668105442,0.4494835825497148,0.5856944658547865,0.5263141667951288,0.5983967935871743,0.5912440265145676,0.5860644365654386,0.5816247880376136,0.5727454909819639,0.5870510251271774,0.5819947587482658,0.49609989209187605,0.49646986280252814,0.49875134885154926,0.4895020810852474,0.492276861415138,0.4935717589024202,0.5018344381069832,0.5049791891475258,0.49757977493448435,0.5010328349005704,0.5221211654077386,0.5092955141051333,0.48802219824263915,0.4920918760598119,0.49825805457067984,0.48555572683829196,0.5092955141051333,0.49609989209187605,0.4933867735470942,0.48802219824263915,0.4962848774472021,0.49961461384307077,0.5033759827347002,0.5006012024048097,0.5032526591644828,0.4837058732850316,0.5049791891475258,0.49653152458763683,0.5094804994604594,0.49813473100046246,0.49585324495144134,0.5538427281914255,0.5998766764297826
5,0.4669955295205796,0.6144288577154309,0.6175119469708648,0.6002466471404347,0.6000616617851087,0.5991983967935872,0.6003699707106521,0.5824263912440265,0.584831200863265,0.614613843070757,0.6139355634345615,0.6139355634345615,0.6139355634345615,0.4669955295205796,0.4669955295205796,0.4669955295205796,0.4669955295205796,0.4669955295205796,0.619978418375212,0.6175119469708648,0.5711422845691383,0.6061661785108678,0.598273470016957,0.5974718668105442,0.5538769847387082,0.4669955295205796,0.6191768151687992,0.5633112378603361,0.5985817789425004,0.6095575766918452,0.5954370279019577,0.5711422845691383,0.5655310621242485,0.617080314475104,0.6139355634345615,0.5057807923539387,0.49961461384307077,0.49665484815785416,0.4959765685216587,0.5077539694774164,0.494003391398181,0.5046708802219825,0.5063974102050255,0.4998612609835055,0.5089255433944813,0.4819793433019886,0.5138584862031755,0.5099737937413288,0.49819639278557115,0.5050408509326345,0.5108370587328503,0.5086172344689379,0.5123169415754586,0.4930784646215508,0.5115770001541544,0.504362571296439,0.5021427470325266,0.5017111145367659,0.5023893941729614,0.4956682595961153,0.48333590257437953,0.4942500385386157,0.49819639278557115,0.4959765685216587,0.5025127177431786,0.49751811314937566,0.5707860164773991,0.6191768151687992
6,0.45629720980422384,0.5601356559272391,0.5285031601664868,0.5725296747340836,0.5471250192693079,0.5806073685833205,0.5811006628641899,0.5667951287189764,0.5779559118236473,0.5912131956220132,0.5910282102666872,0.5910282102666872,0.5910282102666872,0.45629720980422384,0.45629720980422384,0.45629720980422384,0.45629720980422384,0.45629720980422384,0.5679667026360413,0.5585324495144134,0.5890550331432095,0.5871435178048404,0.584923693540928,0.5820872514259288,0.5608755973485432,0.45629720980422384,0.5648836133806073,0.5655002312316941,0.5885617388623401,0.5571758902420225,0.5862185910282103,0.5595190380761523,0.5791891475258208,0.5652535840912595,0.5910282102666872,0.5037151225527979,0.5019269307846462,0.49915215045475564,0.5005703715122553,0.502543548635733,0.4966856790504085,0.49397256050562666,0.5006320332973639,0.5039001079081239,0.5032834900570371,0.4826267920456297,0.49039617696932325,0.5098196392785571,0.4957607522737783,0.4966856790504085,0.5031601664868198,0.4855248959457376,0.5016802836442115,0.5103745953445352,0.4882380144905195,0.5066132264529059,0.49915215045475564,0.4970556497610606,0.5033451518421458,0.5077231385848621,0.5052566671805149,0.5130877138893171,0.502358563280407,0.4981039001079081,0.4984738708185602,0.4997071065207338,0.5471912485940542,0.5912131956220132
7,0.4613534761831355,0.5236318791429012,0.5227686141513797,0.5521812856482196,0.5476183135501773,0.5619238476953908,0.5627871126869123,0.5627871126869123,0.5458301217820256,0.5087713889317096,0.5087713889317096,0.5087713889317096,0.5087713889317096,0.4613534761831355,0.4613534761831355,0.4613534761831355,0.4613534761831355,0.4613534761831355,0.5137659935255126,0.5154308617234469,0.5474333281948512,0.5555726838291969,0.5638970248188685,0.5626637891166949,0.5633420687528904,0.4613534761831355,0.5170340681362725,0.5434253121627871,0.5036534607676892,0.5465084014182211,0.5532295359950671,0.5424387236010483,0.5646986280252814,0.5195005395406197,0.5087713889317096,0.5042084168336673,0.49915215045475564,0.4964390319099738,0.4984738708185602,0.49921381223986433,0.5021119161399723,0.5014952982888855,0.49921381223986433,0.5019269307846462,0.5026668722059504,0.5034684754123632,0.4989671650994296,0.5019269307846462,0.4971789733312779,0.4961923847695391,0.4948974872822568,0.501002004008016,0.4984122090334515,0.5006936950824726,0.49600739941421307,0.49119778017573607,0.4984122090334515,0.5043934021889934,0.507538153229536,0.49366425158008326,0.4998920918760598,0.5080931092955141,0.5045167257592107,0.5037151225527979,0.5056266378911669,0.4974872822568213,0.5178516577314173,0.5646986280252814
8,0.46739633112378604,0.6128564821951595,0.6153229535995067,0.6018190226607061,0.6008940958840758,0.6002158162478803,0.6013873901649452,0.5825188839216895,0.5861569292431016,0.6145213503930939,0.6142130414675505,0.6142130414675505,0.6142130414675505,0.46739633112378604,0.46739633112378604,0.46739633112378604,0.46739633112378604,0.46739633112378604,0.6174194542932018,0.6144596886079852,0.5688299676275628,0.6055803915523355,0.5990442423308154,0.598550948049946,0.5698782179744104,0.46739633112378604,0.6171111453676584,0.5606289502081085,0.5991675659010328,0.6090334515184215,0.5947895791583167,0.5691382765531062,0.5630954216124556,0.6157545860952675,0.6142130414675505,0.5056882996762756,0.4981039001079081,0.5051950053954062,0.49298597194388777,0.5086480653614922,0.5059349468167104,0.4986588561738862,0.5018652689995375,0.5032218282719285,0.509634653923231,0.4836133806073686,0.5171573917064899,0.5111145367658394,0.4998304300909511,0.49310929551410515,0.5077848003699708,0.49304763372899646,0.4896562355480191,0.4926160012332357,0.4863264991521505,0.5047633728996455,0.5026052104208417,0.5002620625867119,0.5004470479420379,0.4970556497610606,0.4824418066903037,0.5099429628487745,0.4987821797441036,0.5008786804377987,0.4978572529674734,0.504455063974102,0.5705793353087942,0.6171111453676584
9,0.4653614922151996,0.6092800986588561,0.6015107137351626,0.5988592569754895,0.5975643594882072,0.5987359334052721,0.5828271928472329,0.5828271928472329,0.5622938184060429,0.6123631879142901,0.6123631879142901,0.6123631879142901,0.6123631879142901,0.4653614922151996,0.4653614922151996,0.4653614922151996,0.4653614922151996,0.4653614922151996,0.6111299522121165,0.6130414675504856,0.5948512409434253,0.5481116078310467,0.5961461384307075,0.5854786496069061,0.5958994912902729,0.4653614922151996,0.6102666872205951,0.6115615847078772,0.5989209187605982,0.6073685833204872,0.5934946816710344,0.5860952674579929,0.5600739941421304,0.6116232464929859,0.6123631879142901,0.5024818868506243,0.4894095884075844,0.5047017111145368,0.4947125019269308,0.49428086943117006,0.4955141051333436,0.49187605981193155,0.5038384461230153,0.507168182518884,0.49329428086943117,0.5166640974256205,0.48342839525204256,0.4862031755819331,0.4983505472483428,0.4988438415292123,0.5005087097271466,0.4858948666563897,0.5022969014952983,0.49421920764606136,0.4843533220286727,0.4965623554801912,0.5063049175273624,0.4995837829505164,0.4982888854632342,0.5008786804377987,0.5129643903190997,0.49280098658856175,0.4970556497610606,0.5037151225527979,0.4995837829505164,0.5008786804377987,0.5691588304814758,0.6123631879142901
