,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_n1,random_n2,random_n3,random_n4,random_n5,random_n6,random_n7,random_n8,random_n9,random_n10,random_n11,random_n12,random_n13,random_n14,random_n15,random_n16,random_n17,random_n18,random_n19,random_n20,random_n21,random_n22,random_n23,random_n24,random_n25,random_n26,random_n27,average_model,optimal_clustering
0,0.46604684779394856,0.6127665166398371,0.6293242222149217,0.6262360787148067,0.6168402378527547,0.6115838233844738,0.6017280462564473,0.5813594401918591,0.5697953283616413,0.6317553139065015,0.6317553139065015,0.6317553139065015,0.6317553139065015,0.46604684779394856,0.46604684779394856,0.46604684779394856,0.46604684779394856,0.46604684779394856,0.6173001741187293,0.6339235848746674,0.5737376392128519,0.6214396005125004,0.5983113768520648,0.5693353920956667,0.5979171457669438,0.46604684779394856,0.6317553139065015,0.6317553139065015,0.6021222773415684,0.6021222773415684,0.6137520943526397,0.6137520943526397,0.5943690660008542,0.6165774171293407,0.6317553139065015,0.49929366930582475,0.49916225894411775,0.5014619402739906,0.5044186734123985,0.4906205854331614,0.49653405170997733,0.507046880646539,0.5086895101678768,0.5104635500509215,0.4928545615821808,0.5019218765399652,0.4856269916882946,0.5050757252209337,0.5123690002956733,0.491211932060843,0.5104635500509215,0.49929366930582475,0.5020532869016722,0.5057984822103223,0.5015276454548441,0.5008048884654555,0.49403725483754396,0.49620552580570976,0.5115805381254311,0.491211932060843,0.4920003942310851,0.49298597194388777,0.5925074192100047,0.6339235848746674
1,0.46775518249613984,0.6243306284700548,0.6168402378527547,0.6151976083314169,0.6109267715759388,0.6102040145865502,0.6103354249482572,0.5853017510430697,0.5605966030421499,0.6341207004172279,0.6341207004172279,0.6341207004172279,0.6341207004172279,0.46775518249613984,0.46775518249613984,0.46775518249613984,0.46775518249613984,0.46775518249613984,0.6273530667893163,0.6267617201616348,0.6046190742140017,0.6064588192779,0.6074443969907027,0.5912152173198857,0.6075758073524098,0.46775518249613984,0.6341207004172279,0.6341207004172279,0.5843818785111206,0.5843818785111206,0.6148690824271493,0.6148690824271493,0.5745918065639476,0.6264331942573672,0.6341207004172279,0.507046880646539,0.5013305299122836,0.49292026676303424,0.49548276881632114,0.49843950195472914,0.5060613029337363,0.49108052169913596,0.49521994809290715,0.5071125858273925,0.5045500837741056,0.49620552580570976,0.5179539406682216,0.49344590820986234,0.5128946417425014,0.5056670718486153,0.4969939879759519,0.5030388646144749,0.5051414304017872,0.4982423864121686,0.4951542429120536,0.4977167449653405,0.5088209205295837,0.49548276881632114,0.5150629127106673,0.5097407930615329,0.5046157889549591,0.5075068169125135,0.5929746560516298,0.6341207004172279
2,0.45096750878806796,0.45057327770294686,0.5507736785045501,0.538026873418969,0.556687144781366,0.5936134564210388,0.5864515917080062,0.5899339662932422,0.5797496632609481,0.5836262689313052,0.5836262689313052,0.5836262689313052,0.5836262689313052,0.45096750878806796,0.45096750878806796,0.45096750878806796,0.45096750878806796,0.45096750878806796,0.5441374552383456,0.5743618384309603,0.5837576792930123,0.598147113899931,0.5964387791977397,0.5951903807615231,0.5729163244521831,0.45096750878806796,0.5836262689313052,0.6014323729426065,0.6014323729426065,0.5924307631656757,0.5924307631656757,0.5838233844738657,0.5838233844738657,0.5391438614934788,0.5836262689313052,0.5016919084069779,0.49709254574723216,0.4909819639278557,0.5033345379283156,0.4921646571832189,0.49551562140674793,0.5101678767370807,0.49347876080028913,0.5017576135878314,0.4997864581622261,0.49755248201320673,0.5102992870987877,0.501954729130392,0.5032688327474621,0.503006012024048,0.4997207529813726,0.49899799599198397,0.4903249121193206,0.495778442130162,0.5022832550346595,0.4980781234600348,0.49630408357699,0.49584414731101545,0.4892736292256644,0.5141758927691449,0.5011005617792963,0.5047800519070929,0.5602011551944204,0.6014323729426065
3,0.4641742501396235,0.6101711619961234,0.6081343013896646,0.6178586681559841,0.6124708433259962,0.6050461578895496,0.5841519103781333,0.5896054403889747,0.5197608331416932,0.6245605966030422,0.6245605966030422,0.6245605966030422,0.6245605966030422,0.4641742501396235,0.4641742501396235,0.4641742501396235,0.4641742501396235,0.4641742501396235,0.6176615526134236,0.5973586517296889,0.6030092972830907,0.546634252110779,0.5974243569105424,0.6018923092085811,0.5537961168238116,0.4641742501396235,0.6245605966030422,0.6026150661979697,0.6026150661979697,0.6135878314005059,0.6135878314005059,0.5996583330595617,0.5996583330595617,0.6132593054962384,0.6245605966030422,0.5037287690134367,0.5016262032261244,0.495778442130162,0.5016919084069779,0.4953185058641874,0.5136502513223168,0.4913104898321233,0.4891422188639574,0.501954729130392,0.4940701074279707,0.49308452971516803,0.5142415979499984,0.4921646571832189,0.5108249285456158,0.49505568514077336,0.5014290876835639,0.4973553664706462,0.5076053746837939,0.49932652189625154,0.4972896612897927,0.5078681954072078,0.5194980124182792,0.5043201156411183,0.48743388416176614,0.4846742665659187,0.49643549393869707,0.49880088044942344,0.5833926505104928,0.6245605966030422
4,0.45277440126153945,0.6043562534905877,0.5880613686389172,0.5948947074476822,0.6077729228949703,0.6071158710864352,0.6030421498735176,0.5922007950326883,0.5888498308091593,0.6100726042248431,0.6100726042248431,0.6100726042248431,0.6100726042248431,0.45277440126153945,0.45277440126153945,0.45277440126153945,0.45277440126153945,0.45277440126153945,0.605933177831072,0.5565228818292323,0.6187456880975065,0.6104011301291107,0.6036334965011991,0.6008738789053517,0.6036334965011991,0.45277440126153945,0.6100726042248431,0.6100726042248431,0.6174972896612898,0.6174972896612898,0.6036334965011991,0.6036334965011991,0.5812937350110056,0.6065902296396071,0.6100726042248431,0.49929366930582475,0.5096750878806794,0.5019218765399652,0.5098722034232399,0.5029074542527678,0.5005420677420415,0.5073754065508065,0.48838660928414207,0.49981931075265285,0.5073754065508065,0.4964683465291238,0.5025789283485003,0.5049443148592266,0.49620552580570976,0.506915470284832,0.48726962120963235,0.49088340615657544,0.5003449521994809,0.4978481553270475,0.5048786096783732,0.5071125858273925,0.5105949604126285,0.4931173823055948,0.5084923946253163,0.4918689838693781,0.5017247609974046,0.4983080915930221,0.5853601556482729,0.6187456880975065
5,0.4615460429054831,0.6189756562304938,0.6224580308157298,0.6002496796872433,0.5999211537829758,0.5990669864318802,0.5844804362824009,0.578829790728999,0.5882913367719045,0.6248891225073097,0.6242977758796281,0.6242977758796281,0.6242977758796281,0.4615460429054831,0.4615460429054831,0.4615460429054831,0.4615460429054831,0.4615460429054831,0.6238378396136536,0.623377903347679,0.5865830020697131,0.6120766122408752,0.5984756398041986,0.5974900620913959,0.5676599099839023,0.4615460429054831,0.6242977758796281,0.5876342849633693,0.5876342849633693,0.6266631623903545,0.6266631623903545,0.5804067150694833,0.5804067150694833,0.6210125168369526,0.6242977758796281,0.5005092151516147,0.4978810079174743,0.5056342192581885,0.5022832550346595,0.5021518446729525,0.5142415979499984,0.5102335819179342,0.5093137093859851,0.48638260126811,0.48539702355530734,0.4949242747790663,0.5141101875882913,0.5084595420348894,0.49144190019383027,0.5044515260028253,0.5049114622687999,0.5043201156411183,0.4961069680344295,0.503006012024048,0.505305693353921,0.48933933440651795,0.5118105062584185,0.49886658563027697,0.48809093597030123,0.5086566575774499,0.5010348565984428,0.5074739643220868,0.5868677245200783,0.6266631623903545
6,0.4496534051709977,0.559643877919774,0.5361214231742173,0.5767929301225402,0.5525477183875949,0.5899339662932422,0.5819836394099674,0.5862544761654457,0.5869772331548343,0.600841026314925,0.6006439107723645,0.6006439107723645,0.6006439107723645,0.4496534051709977,0.4496534051709977,0.4496534051709977,0.4496534051709977,0.4496534051709977,0.5700252964946286,0.5639147146752521,0.5951903807615231,0.5974900620913959,0.5943362134104274,0.5919051217188476,0.5662801011859785,0.4496534051709977,0.6006439107723645,0.6066887874108874,0.6066887874108874,0.5886855678570255,0.5886855678570255,0.5790269062715595,0.5790269062715595,0.5656887545582969,0.6006439107723645,0.5003120996090542,0.49636978875784354,0.4897992706724925,0.4954499162258944,0.4908505535661487,0.5071454384178192,0.4890765136831039,0.5058970399816025,0.49945793225795854,0.502743191300634,0.5034659482900227,0.5108906337264694,0.5028746016623411,0.49124478465126975,0.4923617727257794,0.5000492788856401,0.4991951115345445,0.5082624264923289,0.4982095338217418,0.5002463944282006,0.5024803705772201,0.49229606754492594,0.4979467130983278,0.48986497585334604,0.48677683235323105,0.5014290876835639,0.5013633825027103,0.5671902396170605,0.6066887874108874
7,0.45918065639475675,0.49144190019383027,0.49485856959821284,0.5424948257170078,0.5453858536745623,0.5739676073458392,0.5738361969841322,0.5697624757712145,0.5472255987384606,0.5470284831959,0.5470284831959,0.5470284831959,0.5470284831959,0.45918065639475675,0.45918065639475675,0.45918065639475675,0.45918065639475675,0.45918065639475675,0.47836656920398174,0.49144190019383027,0.563389073228424,0.5536647064621045,0.5766615197608331,0.5690397187818259,0.5756759420480305,0.45918065639475675,0.5470284831959,0.5470284831959,0.5733105555373041,0.5733105555373041,0.5747560695160814,0.5747560695160814,0.5697624757712145,0.4857912546404284,0.5470284831959,0.49742107165149974,0.49453004369394526,0.5004435099707611,0.4935444659811426,0.49071914320444165,0.49755248201320673,0.4939386970662637,0.5007063306941753,0.4978810079174743,0.49696113538552517,0.5003120996090542,0.49485856959821284,0.5014290876835639,0.49689543020467164,0.5033345379283156,0.49229606754492594,0.5049114622687999,0.4966983146621111,0.4891422188639574,0.5001149840664937,0.4844114458425047,0.502743191300634,0.4966326094812576,0.5022832550346595,0.5035316534708761,0.5032688327474621,0.5011662669601498,0.5376861798886176,0.5766615197608331
8,0.4607904333256677,0.6178915207464108,0.6219652419593285,0.6041591379480272,0.6045533690331483,0.6029107395118105,0.5830020697131969,0.5768257827129669,0.5902953447879365,0.6243306284700548,0.6240678077466408,0.6240678077466408,0.6240678077466408,0.4607904333256677,0.4607904333256677,0.4607904333256677,0.4607904333256677,0.4607904333256677,0.6236078714806662,0.6226222937678636,0.5828706593514899,0.61263510627813,0.6012024048096193,0.6007424685436447,0.5724892407766352,0.4607904333256677,0.6240678077466408,0.583921942245146,0.583921942245146,0.6268931305233417,0.6268931305233417,0.5766943723512599,0.5766943723512599,0.6203883176188443,0.6240678077466408,0.49968790039094585,0.4983080915930221,0.5054699563060547,0.5014619402739906,0.5033673905187424,0.5148657971681067,0.49160616314596406,0.48444429843293146,0.4810933342094024,0.48845231446499554,0.5096750878806794,0.5094122671572654,0.4918032786885246,0.5046157889549591,0.501002004008016,0.5021846972633792,0.5019875817208187,0.4993593744866783,0.4938401392949834,0.4924603304970597,0.5073754065508065,0.5169026577745656,0.4987023226781432,0.5107263707743356,0.5066526495614179,0.4967968724333914,0.494562896284372,0.5868032361018334,0.6268931305233417
9,0.46699957291632443,0.6244291862413351,0.6096455205492953,0.607937185847104,0.6040605801767469,0.6038634646341864,0.6041262853576005,0.5855317191760571,0.5649002923880548,0.633299385656559,0.633299385656559,0.633299385656559,0.633299385656559,0.46699957291632443,0.46699957291632443,0.46699957291632443,0.46699957291632443,0.46699957291632443,0.626860277932915,0.6216695686454877,0.6078714806662505,0.5558329774302704,0.6021551299319952,0.5889483885804395,0.6022865402937022,0.46699957291632443,0.633299385656559,0.633299385656559,0.5898682611123887,0.5898682611123887,0.6093169946450278,0.6093169946450278,0.5769243404842472,0.6263346364860869,0.633299385656559,0.49229606754492594,0.5037944741942902,0.5051085778113604,0.5035316534708761,0.4974867768323532,0.5028746016623411,0.48986497585334604,0.5022832550346595,0.5037944741942902,0.5068169125135517,0.4974867768323532,0.5171326259075528,0.5071454384178192,0.4865797168106705,0.5009691514175892,0.5090508886625711,0.49774959755576725,0.49643549393869707,0.4947928644173593,0.4936101711619961,0.4986037649068629,0.5069483228752587,0.5002463944282006,0.511613390715858,0.5093794145668386,0.4939386970662637,0.508919478300864,0.5893572208168614,0.633299385656559
