,abilities
kmeans_n_clusters_1,0.52038693
kmeans_n_clusters_2,0.5388938
kmeans_n_clusters_3,0.53632396
kmeans_n_clusters_4,0.53605515
kmeans_n_clusters_5,0.5133924
kmeans_n_clusters_6,0.5126988
kmeans_n_clusters_7,0.49950317
kmeans_n_clusters_8,0.4994499
dbscan_eps_0_1_min_samples_2,0.52038693
dbscan_eps_0_2_min_samples_2,0.52038693
dbscan_eps_0_3_min_samples_2,0.52038693
dbscan_eps_0_4_min_samples_2,0.52038693
dbscan_eps_0_5_min_samples_2,0.52038693
dbscan_eps_0_6_min_samples_2,0.52038693
dbscan_eps_0_7_min_samples_2,0.52038693
dbscan_eps_0_8_min_samples_2,0.52038693
dbscan_eps_0_9_min_samples_2,0.52038693
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.52038693
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.507273
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.4844362
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.49056697
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.4806272
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.47469136
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.4740805
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.47795862
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.52038693
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.53982544
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5324489
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.51363075
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5058083
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.49769515
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.49273613
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.48620886
mean_shift_,0.5252351
optics_,0.5210047
random_model_n1,0.4917036
random_model_n2,0.4917353
random_model_n3,0.49253199
random_model_n4,0.49171543
random_model_n5,0.49179995
random_model_n6,0.49171543
random_model_n7,0.49181876
random_model_n8,0.49184707
random_model_n9,0.49179724
random_model_n10,0.4915782
random_model_n11,0.49178934
random_model_n12,0.49168304
random_model_n13,0.49151453
random_model_n14,0.4916806
random_model_n15,0.49177998
random_model_n16,0.49152297
random_model_n17,0.49175882
random_model_n18,0.49182093
random_model_n19,0.49178934
random_model_n20,0.49158683
random_model_n21,0.49200508
random_model_n22,0.4920185
random_model_n23,0.49184677
random_model_n24,0.49146628
random_model_n25,0.4923699
random_model_n26,0.49170452
random_model_n27,0.49168822
random_model_n28,0.49161616
random_model_n29,0.49173403
random_model_n30,0.49175912
random_model_n31,0.49168113
random_model_n32,0.492096
random_model_n33,0.4916867
average_model,0.5109534
optimal_clustering,0.5412184
