,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,average_model,optimal_clustering
0,0.2953319258737978,0.567558057705841,0.6333958870904683,0.6749159433888497,0.6922355148956134,0.6923528031902416,0.7004065994213777,0.7009930408945187,0.5288138243803269,0.47497849714598483,0.3322777386816796,0.30811634998827114,0.3054969114082415,0.2997106888732505,0.2997106888732505,0.2997106888732505,0.2973649229806865,0.2953319258737978,0.5586441473140981,0.6169755258425209,0.6652592071311283,0.6905152865743999,0.6942685120025022,0.6981390257252327,0.7016967706622879,0.2953319258737978,0.5713503792321526,0.6399249354914379,0.6687387598717648,0.6773789975760419,0.6900070372976777,0.6629525373367738,0.6944639924935492,0.2953319258737978,0.4861990773320823,0.6840253342716397,0.6862929079677849,0.68660567675346,0.6870748299319728,0.6828524513253578,0.686996637735554,0.68660567675346,0.6834779888967081,0.6855891782000156,0.6861365235749473,0.6844944874501525,0.6834779888967081,0.680819454218469,0.6824614903432638,0.6862147157713661,0.6862147157713661,0.6862929079677849,0.6862147157713661,0.685041832825084,0.6863711001642037,0.6819532410665415,0.6874266948158574,0.6839862381734303,0.6852764094143404,0.5958708728276326,0.7016967706622879
1,0.28149190710767064,0.5655250605989522,0.5840566111502072,0.6830870279146142,0.6796465712721871,0.7046289780279928,0.7090077410274455,0.7084603956525138,0.5387442333255141,0.44112127609664553,0.3312612401282352,0.3011572445069982,0.29455000390960984,0.2868089764641489,0.2868089764641489,0.2868089764641489,0.2836030964109782,0.28149190710767064,0.5651340996168582,0.6539213386504027,0.6549769333020564,0.6817968566737039,0.7046289780279928,0.7075611853936977,0.7102588161701462,0.28149190710767064,0.5734615685354602,0.6185784658691063,0.6887559621549769,0.7048244585190399,0.7060755336617406,0.7053718038939714,0.7060755336617406,0.28149190710767064,0.4883884588318086,0.7009930408945187,0.7002111189303307,0.6980999296270233,0.6975134881538823,0.7000547345374931,0.7012667135819846,0.7012667135819846,0.7006802721088435,0.7012667135819846,0.6964187974040191,0.7015403862694503,0.7000547345374931,0.7007975604034717,0.6980217374306045,0.7012667135819846,0.7002893111267495,0.6990773320822582,0.7000547345374931,0.7012667135819846,0.7000547345374931,0.696809758386113,0.7009148486981,0.6997810618500274,0.6969661427789506,0.5988494163097337,0.7102588161701462
2,0.27820783485808115,0.5690437094377981,0.6387129564469466,0.6836734693877551,0.7032606145906638,0.703377902885292,0.712682774259129,0.7132692157322699,0.7054108999921808,0.4747439205567284,0.32133083118304795,0.29325983266869965,0.28978027992806316,0.2831339432324654,0.2831339432324654,0.2831339432324654,0.28055360075064506,0.27820783485808115,0.5595824536711236,0.6222144030025804,0.673078426773008,0.7010712330909376,0.705528188286809,0.710727969348659,0.7141293298928767,0.27820783485808115,0.5713503792321526,0.6465712721870357,0.6764797873172257,0.6851982172179216,0.7001720228321213,0.6725701774962859,0.70611462975995,0.27820783485808115,0.7068183595277191,0.7032606145906638,0.7016576745640785,0.7032606145906638,0.703182422394245,0.6996246774571898,0.7043944014387364,0.704550785831574,0.7035342872781296,0.7010712330909376,0.704550785831574,0.7032606145906638,0.7031433262960357,0.7006802721088435,0.704550785831574,0.704550785831574,0.704550785831574,0.7031433262960357,0.7000156384392837,0.7037297677691766,0.704550785831574,0.7038079599655954,0.703182422394245,0.7019704433497537,0.7022050199390101,0.6145877678444728,0.7141293298928767
3,0.2963484244272422,0.493431855500821,0.6157635467980296,0.6274141840644304,0.614043318476816,0.6364453827508014,0.6470013292673391,0.6656110720150129,0.5125498475252169,0.4789662991633435,0.34893267651888343,0.3157009930408945,0.3092501368363437,0.30229103135507074,0.30229103135507074,0.30229103135507074,0.29924153569473766,0.2963484244272422,0.4931190867151458,0.5367503323168348,0.6219016342169051,0.6284697787160841,0.6196731566189694,0.6434435843302838,0.6577136601767144,0.2963484244272422,0.504808820079756,0.5873797794980061,0.6085307686292908,0.6147470482445851,0.6306982563140199,0.6728438501837517,0.6747986550942215,0.2963484244272422,0.481272968957698,0.6864101962624131,0.685432793807178,0.6832043162092423,0.6842208147626867,0.6851982172179216,0.6856673703964344,0.6843771991555243,0.6835561810931269,0.6849245445304558,0.6843771991555243,0.6853546016107592,0.6839080459770115,0.6840644303698491,0.6853546016107592,0.6851982172179216,0.6840253342716397,0.6830088357181954,0.6855109860035968,0.6836734693877551,0.6824223942450544,0.6864101962624131,0.6855109860035968,0.6840644303698491,0.6864883884588318,0.5545853931185075,0.6747986550942215
4,0.2871217452498241,0.5651340996168582,0.5992258972554539,0.6504026898115568,0.6586128704355305,0.6652983032293377,0.6417624521072797,0.6712409101571664,0.6959887403237157,0.46848854484322466,0.34564860426929395,0.3091328485417155,0.3021346469622332,0.29345531315974666,0.29345531315974666,0.29345531315974666,0.29009304871373837,0.2871217452498241,0.5660724059738838,0.5867151458284463,0.6441082179998436,0.6596684650871844,0.6496207678473689,0.673664868246149,0.6602158104621159,0.2871217452498241,0.562358276643991,0.5913675815153647,0.6652201110329189,0.5986394557823129,0.6243646884040973,0.6876612714051138,0.6913754007350067,0.2871217452498241,0.4904214559386973,0.6953632027523653,0.6946203768863868,0.6955195871452029,0.6956368754398311,0.6934474939401047,0.6956368754398311,0.6952068183595277,0.6913363046367973,0.6944639924935492,0.6922746109938228,0.6944248963953398,0.6926264758777074,0.6954413949487841,0.6941903198060834,0.6921573226991946,0.6958323559308781,0.6956368754398311,0.6935256861365235,0.6956368754398311,0.6956368754398311,0.6936820705293611,0.6947767612792244,0.6921182266009852,0.692391899288451,0.5795417358088404,0.6959887403237157
5,0.2746500899210259,0.5806552506059895,0.6372664008131989,0.6738212526389866,0.6918445539135194,0.709946047384471,0.7056845726796466,0.7060755336617406,0.5375322542810228,0.7094768942059583,0.33044022206583784,0.2953319258737978,0.289662991633435,0.2810618500273673,0.2810618500273673,0.2810618500273673,0.27809054656345294,0.2746500899210259,0.5858159355696302,0.632574869028071,0.6871139260301822,0.6889514426460239,0.710141527875518,0.7121745249824067,0.7076002814919071,0.2746500899210259,0.5652904840096958,0.6653764954257565,0.6952850105559465,0.7117444679021033,0.7142466181875049,0.715536789428415,0.7153022128391586,0.2746500899210259,0.49867073266088047,0.7072484166080225,0.7075611853936977,0.7038861521620142,0.7067401673313003,0.7069356478223473,0.7043162092423176,0.7081085307686293,0.7014621940730316,0.706310110250997,0.7074829931972789,0.7070920322151849,0.706310110250997,0.7054499960903902,0.7040816326530612,0.703182422394245,0.7081085307686293,0.7072875127062319,0.7068183595277191,0.705528188286809,0.7028305575103605,0.7073266088044413,0.7062319180545782,0.7064664946438346,0.704746266322621,0.6054537608998475,0.715536789428415
6,0.2591289389318946,0.5803815779185237,0.6408241457502541,0.6794119946829307,0.7040034404566424,0.7200719368207052,0.7082258190632574,0.7252326217843459,0.7257799671592775,0.7287512706231918,0.32086167800453513,0.28192196418797405,0.27570568457267963,0.2660098522167488,0.2660098522167488,0.2660098522167488,0.2628821643599969,0.2591289389318946,0.586089608257096,0.6370709203221518,0.6952850105559465,0.7048635546172491,0.7252717178825553,0.7276174837751193,0.7234342012667135,0.2591289389318946,0.562358276643991,0.6730002345765893,0.7071311283133943,0.724841660802252,0.7262491203377903,0.7294159042927516,0.7294159042927516,0.2591289389318946,0.7287512706231918,0.7222613183204316,0.7203065134099617,0.7218312612401282,0.7224567988114786,0.7229650480882008,0.722886855891782,0.72366877785597,0.7227304714989444,0.7206192821956369,0.7212057236687779,0.7236296817577605,0.7212839158651967,0.7231214324810384,0.7223395105168504,0.7198764563296584,0.7208538587848933,0.7210102431777309,0.7218312612401282,0.7200328407224958,0.7234342012667135,0.7214403002580343,0.7222613183204316,0.7222613183204316,0.7208929548831027,0.6259719724415947,0.7294159042927516
7,0.24462428649620768,0.5290484009695833,0.6835170849949175,0.651106419579326,0.7418093674251309,0.7410665415591524,0.7447415747908359,0.7438423645320197,0.7385643912737508,0.7432168269606694,0.2891547423567128,0.26014543748533897,0.25416373445930096,0.2504105090311987,0.2504105090311987,0.2504105090311987,0.24814293533505355,0.24462428649620768,0.5285010555946517,0.6942294159042928,0.7128000625537572,0.7385252951755414,0.740245523496755,0.74122292595199,0.7443115177105325,0.24462428649620768,0.5078192196418797,0.6276096645554774,0.6661975134881539,0.740831964969896,0.7389162561576355,0.7435295957463445,0.7440378450230667,0.24462428649620768,0.7437250762373915,0.7371960278364219,0.7368441629525373,0.7353194151223708,0.7358667604973024,0.7381343341934475,0.7368441629525373,0.7346938775510204,0.734654781452811,0.7359058565955118,0.7364532019704434,0.7345765892563922,0.7369223551489561,0.7348893580420675,0.7370005473453749,0.7370005473453749,0.7332082258190633,0.7370787395417937,0.735045742434905,0.7381343341934475,0.7330518414262257,0.7359058565955118,0.7357885683008836,0.7381343341934475,0.7370005473453749,0.6283220823450709,0.7447415747908359
8,0.2871608413480335,0.5636875439831105,0.6314801782782078,0.6733911955586832,0.6901634216905153,0.6898115568066306,0.6986472750019548,0.6997810618500274,0.6957541637344593,0.4787708186722965,0.32903276253029945,0.3020564547658144,0.2985769020251779,0.2920869497224177,0.2920869497224177,0.2920869497224177,0.2894284150441786,0.2871608413480335,0.55461724919853,0.615998123387286,0.6634216905152865,0.6867229650480882,0.6901634216905153,0.6324575807334428,0.7006411760106341,0.2871608413480335,0.569434670419892,0.6387911486433654,0.6669794354523418,0.6720228321213543,0.6870748299319728,0.6664320900774102,0.6652592071311283,0.2871608413480335,0.48342325435921496,0.6930956290562202,0.6943858002971304,0.6948549534756431,0.6936429744311517,0.693564782234733,0.6929392446633826,0.6955977793416217,0.6943858002971304,0.6932520134490577,0.6944639924935492,0.6911017280475409,0.6946594729845962,0.6955977793416217,0.6953241066541559,0.6955977793416217,0.6911408241457503,0.6943076081007116,0.6949722417702713,0.6938775510204082,0.6955977793416217,0.6946594729845962,0.6955977793416217,0.6954022988505747,0.6909844397529127,0.5957333124820811,0.7006411760106341
9,0.2963093283290328,0.4969114082414575,0.5607162405191962,0.613652357494722,0.6084134803346626,0.6420361247947455,0.637970130580968,0.6633825944170771,0.686996637735554,0.4894831495816718,0.35139573070607555,0.3159746657283603,0.31069669247009146,0.30233012745328014,0.30233012745328014,0.30233012745328014,0.29943701618578467,0.2963093283290328,0.5041050903119869,0.5529752130737352,0.5913284854171553,0.6122448979591837,0.6500508249276722,0.6546641645163813,0.6559543357572915,0.2963093283290328,0.5109469074986316,0.567167096723747,0.5994995699429196,0.6107201501290171,0.6304245836265541,0.6335913675815154,0.6767534600046915,0.2963093283290328,0.48905309250136836,0.6864883884588318,0.6840253342716397,0.682383298146845,0.6844553913519431,0.685823754789272,0.6864492923606225,0.685628274298225,0.6848854484322464,0.685628274298225,0.6842208147626867,0.6853155055125498,0.6836734693877551,0.6854718899053874,0.6832825084056611,0.6857064664946438,0.6853936977089686,0.6857064664946438,0.6836734693877551,0.6853936977089686,0.6864492923606225,0.6857064664946438,0.6846117757447807,0.6847290640394089,0.6833607006020799,0.5568442787928283,0.686996637735554
