,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,average_model,optimal_clustering
0,0.46805780139113473,0.5671825671825672,0.595261928595262,0.598701265367932,0.5834552501219168,0.5863812530479197,0.5844819178152512,0.5716999050332384,0.5265778599111932,0.46805780139113473,0.46805780139113473,0.46805780139113473,0.46805780139113473,0.46805780139113473,0.46805780139113473,0.46805780139113473,0.46805780139113473,0.46805780139113473,0.5380765380765381,0.5819152485819152,0.5992145992145992,0.5741125741125741,0.5754472421139087,0.5680552347219013,0.5704679038012371,0.46805780139113473,0.6024486024486024,0.6114319447652781,0.5776545776545776,0.5370498703832037,0.5260131926798594,0.5686199019532353,0.5761145761145761,0.46805780139113473,0.46805780139113473,0.509329842663176,0.5058905058905059,0.511331844665178,0.5065578398911732,0.5045045045045045,0.5270284529543788,0.6114319447652781
1,0.4739098072431406,0.5607145607145607,0.5387438720772054,0.5767305767305767,0.5772439105772439,0.5402325402325402,0.5449552116218783,0.5350992017658684,0.5019378352711686,0.4739098072431406,0.4739098072431406,0.4739098072431406,0.4739098072431406,0.4739098072431406,0.4739098072431406,0.4739098072431406,0.4739098072431406,0.4739098072431406,0.5745232411899078,0.520982520982521,0.5759605759605759,0.4985498318831652,0.5491132157798825,0.5358178691512024,0.5361772028438695,0.4739098072431406,0.5170811837478504,0.5782192448859116,0.5768332434999102,0.5705192371859038,0.5516285516285516,0.5527578860912195,0.5317111983778651,0.4739098072431406,0.4739098072431406,0.5065065065065065,0.504761171427838,0.5042478375811709,0.5013731680398347,0.5083031749698417,0.5163454052342941,0.5782192448859116
2,0.47298580631913967,0.6083519416852751,0.6361746361746362,0.6349939683273017,0.6143066143066143,0.6105592772259439,0.6090192756859424,0.573753240419907,0.5141038474371807,0.47298580631913967,0.47298580631913967,0.47298580631913967,0.47298580631913967,0.47298580631913967,0.47298580631913967,0.47298580631913967,0.47298580631913967,0.47298580631913967,0.599265932599266,0.636379969713303,0.6343779677113011,0.6138959472292805,0.6117399450732784,0.5564538897872231,0.5785272451939119,0.47298580631913967,0.6007032673699341,0.6285772952439619,0.6339673006339673,0.6333513000179667,0.5920792587459254,0.5638458971792305,0.5681579014912348,0.47298580631913967,0.47298580631913967,0.49742049742049743,0.49978183311516644,0.5090218423551757,0.5028105028105028,0.5164651831318497,0.5443620258435073,0.6361746361746362
3,0.47059880393213727,0.5694669028002362,0.582967582967583,0.6299889633222967,0.6302456302456303,0.6095069428402762,0.6066836066836067,0.6047329380662714,0.506326839660173,0.47059880393213727,0.47059880393213727,0.47059880393213727,0.47059880393213727,0.47059880393213727,0.47059880393213727,0.47059880393213727,0.47059880393213727,0.47059880393213727,0.579682246348913,0.5769102435769102,0.6295269628602962,0.6285002951669618,0.6108929442262776,0.6062729396062729,0.6041169374502707,0.47059880393213727,0.5688509021842355,0.6303482970149636,0.630296963630297,0.6252149585482919,0.6025769359102693,0.6019609352942686,0.5984189317522651,0.47059880393213727,0.47059880393213727,0.5014501681168347,0.5065835065835066,0.5029901696568363,0.5047355047355048,0.5073535073535074,0.5423989991891227,0.6303482970149636
4,0.48402248402248405,0.5920792587459254,0.5966479299812634,0.6188752855419523,0.6189779523112856,0.5768332434999102,0.5736505736505737,0.5485485485485485,0.5151305151305151,0.48402248402248405,0.48402248402248405,0.48402248402248405,0.48402248402248405,0.48402248402248405,0.48402248402248405,0.48402248402248405,0.48402248402248405,0.48402248402248405,0.5684659017992352,0.6066579399912734,0.6193372860039527,0.6145632812299479,0.5898719232052565,0.5501398834732169,0.547367880701214,0.48402248402248405,0.5952105952105952,0.5873565873565874,0.6160519493852827,0.608711275377942,0.5840712507379174,0.6026539359872694,0.552655219321886,0.48402248402248405,0.48402248402248405,0.49238982572315904,0.5027078360411694,0.5097405097405098,0.49752316418983084,0.49901183234516566,0.5405823677428616,0.6189779523112856
5,0.46798080131413466,0.5239341906008572,0.5690049023382356,0.5737789071122404,0.5751649084982419,0.5714175714175714,0.5639228972562306,0.5645902312568979,0.5088935088935089,0.46798080131413466,0.46798080131413466,0.46798080131413466,0.46798080131413466,0.46798080131413466,0.46798080131413466,0.46798080131413466,0.46798080131413466,0.46798080131413466,0.5519108852442186,0.5832242498909166,0.5722902389569057,0.563666230332897,0.5755755755755756,0.5757809091142424,0.5605348938682272,0.46798080131413466,0.5626395626395626,0.5304021970688637,0.5907702574369241,0.5863555863555864,0.568748235414902,0.5770129103462437,0.5787069120402454,0.46798080131413466,0.46798080131413466,0.5056595056595057,0.5075075075075075,0.5027335027335027,0.5058648391981725,0.5078155078155078,0.5207819405350269,0.5907702574369241
6,0.4690844690844691,0.5895639228972562,0.505325838659172,0.6207746207746208,0.6209286209286209,0.6042452709119376,0.6009599342932677,0.5972125972125972,0.5164651831318497,0.4690844690844691,0.4690844690844691,0.4690844690844691,0.4690844690844691,0.4690844690844691,0.4690844690844691,0.4690844690844691,0.4690844690844691,0.4690844690844691,0.5953645953645954,0.5105105105105106,0.620569287235954,0.6190292856959524,0.6018326018326018,0.5983932650599317,0.5973665973665974,0.4690844690844691,0.5379738713072046,0.6197479530812864,0.6199532866199533,0.6170786170786171,0.5961345961345962,0.5953645953645954,0.592335925669259,0.4690844690844691,0.4690844690844691,0.5079438412771746,0.5083031749698417,0.5056338389671723,0.5070198403531737,0.5002951669618336,0.5356695727066098,0.6209286209286209
7,0.4759631426298093,0.6049126049126049,0.6267292933959601,0.6142552809219476,0.6072739406072739,0.6091732758399425,0.5787325787325788,0.581042581042581,0.5305818639151972,0.4759631426298093,0.4759631426298093,0.4759631426298093,0.4759631426298093,0.4759631426298093,0.4759631426298093,0.4759631426298093,0.4759631426298093,0.4759631426298093,0.6084546084546084,0.6210312876979543,0.6158979492312826,0.6045532712199378,0.6038859372192705,0.6016786016786017,0.5782192448859116,0.4759631426298093,0.5112291778958445,0.608711275377942,0.6099432766099433,0.5816585816585816,0.5809399142732476,0.5806319139652473,0.5824285824285824,0.4759631426298093,0.4759631426298093,0.4943404943404943,0.5005518338851672,0.5028618361951696,0.4954184954184954,0.499319832653166,0.5377704390050069,0.6267292933959601
8,0.4697261363928031,0.5917969251302585,0.6276276276276276,0.6294756294756295,0.6154616154616155,0.6191576191576191,0.5872795872795873,0.5833269166602499,0.5138728472061805,0.4697261363928031,0.4697261363928031,0.4697261363928031,0.4697261363928031,0.4697261363928031,0.4697261363928031,0.4697261363928031,0.4697261363928031,0.4697261363928031,0.6021149354482688,0.6296809630142963,0.6298349631682965,0.6193116193116193,0.6129462796129462,0.6094042760709427,0.586047586047586,0.4697261363928031,0.5305048638381972,0.5931829265162598,0.6281922948589616,0.5913862580529248,0.5884089217422551,0.5727522394189061,0.5707502374169041,0.4697261363928031,0.4697261363928031,0.5030928364261698,0.5108955108955109,0.5039141705808372,0.5054541721208388,0.513616180282847,0.5362922276502524,0.6294756294756295
9,0.47516747516747515,0.6030902697569365,0.5285028618361952,0.6039629372962706,0.6034496034496034,0.5886142552809219,0.5784502451169118,0.5738302404969071,0.5093041759708427,0.47516747516747515,0.47516747516747515,0.47516747516747515,0.47516747516747515,0.47516747516747515,0.47516747516747515,0.47516747516747515,0.47516747516747515,0.47516747516747515,0.5964169297502631,0.56002156002156,0.6030902697569365,0.6017556017556017,0.5935935935935935,0.5828135828135829,0.5744975744975745,0.47516747516747515,0.5774235774235774,0.6090449423782757,0.6025256025256025,0.5455455455455456,0.5459562126228793,0.5464182130848797,0.5312235312235313,0.47516747516747515,0.47516747516747515,0.5083801750468417,0.4969328302661636,0.5008341675008342,0.49996149996149997,0.5095095095095095,0.527753774667355,0.6090449423782757
