,abilities
kmeans_n_clusters_1,0.5190066
kmeans_n_clusters_2,0.5330288
kmeans_n_clusters_3,0.53122103
kmeans_n_clusters_4,0.52976567
kmeans_n_clusters_5,0.5283531
kmeans_n_clusters_6,0.513667
kmeans_n_clusters_7,0.5134912
kmeans_n_clusters_8,0.50245893
dbscan_eps_0_1_min_samples_2,0.5190066
dbscan_eps_0_2_min_samples_2,0.5190066
dbscan_eps_0_3_min_samples_2,0.5190066
dbscan_eps_0_4_min_samples_2,0.5190066
dbscan_eps_0_5_min_samples_2,0.5190066
dbscan_eps_0_6_min_samples_2,0.5190066
dbscan_eps_0_7_min_samples_2,0.5190066
dbscan_eps_0_8_min_samples_2,0.5190066
dbscan_eps_0_9_min_samples_2,0.5190066
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.5190066
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.50970644
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.49303302
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.49750942
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.49022153
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.48616782
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.4853923
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.48835793
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.5190066
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.53398716
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.52875036
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.51446044
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.508578
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.50258154
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.49968824
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.49514425
mean_shift_,0.52268386
optics_,0.5194079
random_model_n1,0.49865636
random_model_n2,0.49860737
random_model_n3,0.4992967
random_model_n4,0.49874946
random_model_n5,0.4986984
random_model_n6,0.4986971
random_model_n7,0.4988244
random_model_n8,0.49871987
random_model_n9,0.49878997
random_model_n10,0.49854964
random_model_n11,0.49881408
random_model_n12,0.49860647
random_model_n13,0.4985162
random_model_n14,0.49862164
random_model_n15,0.49869663
random_model_n16,0.4985165
random_model_n17,0.4987615
random_model_n18,0.49880278
random_model_n19,0.49893928
random_model_n20,0.49849287
random_model_n21,0.49886408
random_model_n22,0.49886805
random_model_n23,0.49891067
random_model_n24,0.49841705
random_model_n25,0.49920672
random_model_n26,0.4987002
random_model_n27,0.4987557
random_model_n28,0.49870226
random_model_n29,0.49870607
random_model_n30,0.49865773
random_model_n31,0.49858904
random_model_n32,0.49887803
random_model_n33,0.49855912
random_model_n34,0.49911168
random_model_n35,0.4988557
random_model_n36,0.49871844
random_model_n37,0.49904987
random_model_n38,0.49877325
random_model_n39,0.4986319
random_model_n40,0.49891892
random_model_n41,0.49910498
random_model_n42,0.49858627
random_model_n43,0.49861825
random_model_n44,0.49865028
random_model_n45,0.49863973
random_model_n46,0.49853233
random_model_n47,0.4987352
random_model_n48,0.49874526
random_model_n49,0.4985859
random_model_n50,0.49858683
random_model_n51,0.49859312
random_model_n52,0.49914756
random_model_n53,0.49879295
random_model_n54,0.4986512
random_model_n55,0.49937138
random_model_n56,0.49875107
random_model_n57,0.49861962
random_model_n58,0.49902642
random_model_n59,0.498718
random_model_n60,0.49900028
random_model_n61,0.49872568
random_model_n62,0.49862313
random_model_n63,0.4985389
random_model_n64,0.4989077
random_model_n65,0.49884415
random_model_n66,0.49879116
random_model_n67,0.4988241
random_model_n68,0.49864742
random_model_n69,0.49879104
average_model,0.51301455
optimal_clustering,0.5351361
