,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,average_model,optimal_clustering
0,0.45007087345422553,0.6711960506378611,0.6930935040813334,0.6893787575150301,0.6748130407155775,0.6554572559753654,0.6554572559753654,0.6220245368786353,0.6057969597732049,0.6945598514101373,0.6945598514101373,0.6945598514101373,0.6945598514101373,0.45007087345422553,0.45007087345422553,0.45007087345422553,0.45007087345422553,0.45007087345422553,0.6781367613275331,0.6990566498851362,0.6102937582482038,0.6807761865193802,0.6493963536829757,0.6044283689329879,0.649005327728628,0.45007087345422553,0.6945598514101373,0.6945598514101373,0.6500806491030842,0.6500806491030842,0.6710982941492741,0.6710982941492741,0.6407937826873259,0.6766704139987292,0.6945598514101373,0.4963096925558434,0.48966225133193214,0.4946478322498656,0.4967007185101911,0.49582091011290874,0.5140036169900777,0.5317952979128989,0.6382231490985584,0.6990566498851362
1,0.4477247177281392,0.6771591964416638,0.671293807126448,0.6680678430030793,0.6611271323134073,0.6618114277335159,0.6618114277335159,0.6285742216139596,0.5924043208367955,0.6965149811818759,0.6965149811818759,0.6965149811818759,0.6965149811818759,0.4477247177281392,0.4477247177281392,0.4477247177281392,0.4477247177281392,0.4477247177281392,0.6811672124737279,0.685370741482966,0.6560437949068869,0.6564348208612346,0.6574123857471039,0.6371767926096095,0.6575101422356909,0.4477247177281392,0.6965149811818759,0.6965149811818759,0.6257392834449387,0.6257392834449387,0.668458868957427,0.668458868957427,0.6132264529058116,0.6813627254509018,0.6965149811818759,0.5050100200400801,0.5059875849259494,0.4963096925558434,0.4989491177476905,0.5002199520993206,0.5105821398895352,0.46610293758248206,0.6358914758152259,0.6965149811818759
2,0.422894569627059,0.42963976733955717,0.5788161689232123,0.5605357055574564,0.5867344444987536,0.6423578865047167,0.6323867246688499,0.6377633315411311,0.6216335109242876,0.6247617185590694,0.6251527445134171,0.6251527445134171,0.6251527445134171,0.422894569627059,0.422894569627059,0.422894569627059,0.422894569627059,0.422894569627059,0.563859426169412,0.6124444009971162,0.6245662055818955,0.6488098147514542,0.6465614155139547,0.6440197468106945,0.6144972872574417,0.422894569627059,0.6251527445134171,0.6512537269661274,0.6512537269661274,0.6416735910846082,0.6416735910846082,0.6295517864998289,0.6295517864998289,0.5558433941052837,0.6251527445134171,0.5089202795835573,0.5040324551542109,0.5014907864509507,0.49709174446453885,0.5023705948482331,0.4939635368297571,0.4877071215601936,0.5912746903020131,0.6512537269661274
3,0.44586734444498755,0.6662104697199277,0.6645486094139499,0.675595092624273,0.668556625446014,0.6562393078840608,0.6285742216139596,0.63492839337211,0.5297424116525734,0.6876191407204654,0.6872281147661176,0.6872281147661176,0.6872281147661176,0.44586734444498755,0.44586734444498755,0.44586734444498755,0.44586734444498755,0.44586734444498755,0.6779412483503593,0.6460726330710201,0.6571191162813432,0.5727552666308227,0.6450950681851508,0.6514492399433013,0.5834107238867979,0.44586734444498755,0.6872281147661176,0.6543819346009091,0.6543819346009091,0.6694364338432963,0.6694364338432963,0.6496896231487365,0.6496896231487365,0.6719781025465565,0.6872281147661176,0.5004154650764945,0.4999266826335598,0.4997311696563859,0.49445231927269173,0.5074539322547534,0.49718950095312575,0.5301334376069211,0.6255292880250112,0.6872281147661176
4,0.43110611466836113,0.6556527689525392,0.6291607605454812,0.6407937826873259,0.6595630284960164,0.6523290483405836,0.6523290483405836,0.6354171758150448,0.6305293513856982,0.6591720025416687,0.6591720025416687,0.6591720025416687,0.6591720025416687,0.43110611466836113,0.43110611466836113,0.43110611466836113,0.43110611466836113,0.43110611466836113,0.6567280903269954,0.5810645681607116,0.6731511804095996,0.6630822620851459,0.6534043697150398,0.6480277628427586,0.6534043697150398,0.43110611466836113,0.6591720025416687,0.6591720025416687,0.6730534239210128,0.6730534239210128,0.6534043697150398,0.6534043697150398,0.6179187643579842,0.6577056552128647,0.6591720025416687,0.48096192384769537,0.4932792414096486,0.49787379637323426,0.5050100200400801,0.49406129331834403,0.49611417957866955,0.5281783078351826,0.6253337750478374,0.6731511804095996
5,0.4428368932987927,0.6753995796470991,0.6808739430079671,0.6483210323085195,0.6481255193313457,0.6451928246737377,0.6234908842074393,0.6157681216090718,0.6290630040568943,0.6847842025514443,0.6841976636199227,0.6841976636199227,0.6841976636199227,0.4428368932987927,0.4428368932987927,0.4428368932987927,0.4428368932987927,0.4428368932987927,0.6835133681998142,0.6827313162911188,0.6298450559655897,0.6648418788797107,0.6448995552079769,0.6446062857422161,0.5996383009922284,0.4428368932987927,0.6841976636199227,0.6313114032943936,0.6313114032943936,0.6863483063688353,0.6863483063688353,0.6190918422210274,0.6190918422210274,0.6787233002590547,0.6841976636199227,0.4956253971357349,0.5012952734737768,0.4943545627841048,0.49024879026345375,0.5025661078254069,0.5014907864509507,0.5340436971503983,0.6283497437512785,0.6863483063688353
6,0.42279681313847206,0.5908402170194047,0.5538882643335451,0.618309790312332,0.5821398895351679,0.6381543574954788,0.6244684490933086,0.6318001857373283,0.6313114032943936,0.6529155872721052,0.6529155872721052,0.6529155872721052,0.6529155872721052,0.42279681313847206,0.42279681313847206,0.42279681313847206,0.42279681313847206,0.42279681313847206,0.6059924727503788,0.5996383009922284,0.6442152597878684,0.6484187887971065,0.64480179871939,0.6415758345960213,0.6007136223666846,0.42279681313847206,0.6529155872721052,0.6642553399481891,0.6642553399481891,0.636296984212327,0.636296984212327,0.6199716506183098,0.6199716506183098,0.600127083435163,0.6529155872721052,0.4924971895009531,0.4946478322498656,0.49650520553301725,0.5035436727112762,0.5023705948482331,0.5043257246199716,0.5180116330221418,0.6026542696956696,0.6642553399481891
7,0.4358473043648272,0.48883132117894323,0.4938169020968767,0.5663522166283788,0.5686006158658781,0.6165990517620608,0.6165990517620608,0.6082897502321717,0.5752480570897893,0.5750525441126155,0.5750525441126155,0.5750525441126155,0.5750525441126155,0.4358473043648272,0.4358473043648272,0.4358473043648272,0.4358473043648272,0.4358473043648272,0.4686934845300357,0.489222347133291,0.5973410235104355,0.5817977418251137,0.6210958502370595,0.6075076983234762,0.6198250158854294,0.4358473043648272,0.5750525441126155,0.5750525441126155,0.6167945647392346,0.6167945647392346,0.6172833471821693,0.6172833471821693,0.6082897502321717,0.4795444547631849,0.5750525441126155,0.5118040959968718,0.50740505401046,0.5021262036267657,0.5055476807273083,0.4951854929370937,0.5119996089740456,0.49753164866318,0.5595744334196849,0.6210958502370595
8,0.44259250207732537,0.6779901265946527,0.6835622464441077,0.6526711960506378,0.6517913876533555,0.6481743975756391,0.6224644410772765,0.6140573830588005,0.632924385356078,0.6863971846131287,0.685908402170194,0.685908402170194,0.685908402170194,0.44259250207732537,0.44259250207732537,0.44259250207732537,0.44259250207732537,0.44259250207732537,0.6852241067500855,0.684637567818564,0.6277432914609707,0.6661615914756341,0.6484676670413999,0.6479788845984652,0.6059435945060854,0.44259250207732537,0.685908402170194,0.6294051517669486,0.6294051517669486,0.6858106456816071,0.6858106456816071,0.6152304609218436,0.6152304609218436,0.6812160907180214,0.685908402170194,0.49557651889144144,0.49704286622024535,0.5021262036267657,0.5076005669876338,0.5026149860697003,0.5018329341610049,0.5346791143262134,0.6293146364997385,0.685908402170194
9,0.44748032650667185,0.6786744220147612,0.6635221662837871,0.6601006891832445,0.6555061342196589,0.6585365853658537,0.6585365853658537,0.6283298303924924,0.598025318930544,0.6953907815631263,0.6953907815631263,0.6953907815631263,0.6953907815631263,0.44748032650667185,0.44748032650667185,0.44748032650667185,0.44748032650667185,0.44748032650667185,0.6820958991153038,0.6795542304120435,0.659514150251723,0.5825797937338091,0.6542352998680288,0.6348795151278166,0.6542352998680288,0.44748032650667185,0.6953907815631263,0.6953907815631263,0.633022141844665,0.633022141844665,0.6644019746810694,0.6644019746810694,0.6166968082506477,0.6822914120924777,0.6953907815631263,0.4938169020968767,0.493328119653942,0.49498997995991983,0.49802043110611466,0.49870472652622316,0.5098489662251332,0.5326262280658879,0.6322509517680347,0.6953907815631263
