,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,average_model,optimal_clustering
0,0.44923179692718773,0.6132264529058116,0.6762784828917093,0.6789876048393082,0.6789876048393082,0.6790247160988644,0.6768351517850516,0.6768351517850516,0.6706746826987308,0.6746826987307949,0.459251837007348,0.45357381429525717,0.45071624730943366,0.45071624730943366,0.44923179692718773,0.44923179692718773,0.44923179692718773,0.44923179692718773,0.6097008832479774,0.674942477547688,0.6783938246864099,0.6781711571290729,0.6782824909077414,0.6774660431975061,0.6733838046463297,0.44923179692718773,0.6271431752393676,0.6773175981592815,0.6773175981592815,0.5719958435389297,0.6027981889705336,0.5639798114748015,0.5639798114748015,0.6760558153343724,0.6433607956654049,0.5129889408446523,0.5259036591701922,0.5276107771097751,0.5247532101239516,0.5149558376011282,0.5238254286350479,0.5142136124100052,0.5080160320641283,0.5369628145179247,0.5117642692792993,0.5057893564907593,0.5192607437096415,0.5182587397016255,0.5251614339790692,0.5167371780598233,0.5137311660357753,0.49703109923550803,0.5158836190900319,0.5130631633637646,0.5246418763452831,0.6286235021483295,0.6790247160988644
1,0.4521264751725674,0.6098864395457582,0.6743486973947895,0.6763898166703778,0.6763898166703778,0.6762042603725971,0.6752764788836934,0.6752764788836934,0.6680026720106881,0.6731982483485489,0.4606620648704817,0.45594893490685073,0.4536109255548133,0.4536109255548133,0.4521264751725674,0.4521264751725674,0.4521264751725674,0.4521264751725674,0.6071773175981593,0.6738291397610034,0.6758702590365917,0.6757960365174794,0.6765753729681585,0.6761300378534848,0.6710829065538484,0.4521264751725674,0.6247680546277741,0.6754620351814741,0.6754620351814741,0.572070066058042,0.6022044088176353,0.6019446300007423,0.6019446300007423,0.6740518073183404,0.6400207823053514,0.5060862465672085,0.5139538335931122,0.5066429154605507,0.5247532101239516,0.504453351146738,0.4932086395012247,0.5181845171825131,0.49836710457952943,0.5104653751948341,0.5090922585912566,0.5141022786313367,0.5025606769093743,0.5043049061085133,0.5269427744377644,0.5140280561122245,0.5182958509611816,0.5113931566837379,0.5106509314926149,0.5112447116455132,0.5090922585912566,0.6300942076196289,0.6765753729681585
2,0.38562309804794775,0.5362577005863579,0.6388703332591108,0.6223558227566244,0.6094782156906405,0.628479180583389,0.6183478067245602,0.6171602464187634,0.6004601796184963,0.6319676389816671,0.39178356713426854,0.38885177762933276,0.38599421064350925,0.38599421064350925,0.38562309804794775,0.38562309804794775,0.38562309804794775,0.38562309804794775,0.5382988198619462,0.6332665330661322,0.6054330883990202,0.6198693683663623,0.6246938321086618,0.6176426927929934,0.6270318414606991,0.38562309804794775,0.5325094633711868,0.6380909968084317,0.6331551992874638,0.6310027462332072,0.6283678468047206,0.6283678468047206,0.6283678468047206,0.6353076523417205,0.631707860164774,0.530060120240481,0.5297632301640318,0.5350701402805611,0.5275365545906628,0.5336599124174275,0.543234617382914,0.5357381429525718,0.5358494767312403,0.5356268091739034,0.5339196912343205,0.5406739404735397,0.5301714540191494,0.5334743561196467,0.5323981295925184,0.5393008238699621,0.5249387664217323,0.535292807837898,0.5307652341720478,0.5199658576412084,0.5234543160394863,0.5881997190540204,0.6388703332591108
3,0.4517553625770059,0.605358865879908,0.6609144214354635,0.6641431010168485,0.6641431010168485,0.6641802122764047,0.6622875380390411,0.6622875380390411,0.655310621242485,0.6602093075038967,0.4608105099087063,0.45594893490685073,0.4534624805165887,0.4534624805165887,0.4517553625770059,0.4517553625770059,0.4517553625770059,0.4517553625770059,0.6022786313367475,0.6607659763972389,0.6636977659021748,0.6634750983448379,0.6638090996808431,0.662769984413271,0.6589846359385437,0.4517553625770059,0.6189044756179025,0.6626957618941587,0.6626957618941587,0.5675424923921918,0.5963408298077637,0.5588584576560528,0.5588584576560528,0.661285534031025,0.5054182438951978,0.5123209381726416,0.497773324426631,0.5073851406516737,0.5059378015289839,0.5101313738588288,0.5232316484821495,0.5138424998144437,0.5015586729013582,0.48827284198025683,0.5173680694722779,0.5045275736658502,0.5162176204260372,0.5028946782453797,0.5140651673717807,0.5158093965709196,0.5144733912268983,0.4954724263341498,0.5129889408446523,0.5090180360721442,0.5022637868329252,0.6134175071679709,0.6641802122764047
4,0.41646255473910787,0.654308617234469,0.6585764120834261,0.6650337712461961,0.6469234765827953,0.6467750315445706,0.6467750315445706,0.6452163586432124,0.6567579603651748,0.663252430787501,0.42277146886365324,0.4176130037853485,0.41809545015957844,0.41809545015957844,0.41646255473910787,0.41646255473910787,0.41646255473910787,0.41646255473910787,0.6577599643731908,0.6626957618941587,0.6641059897572924,0.6590217471980999,0.6652935500630891,0.6504861575001856,0.6627328731537149,0.41646255473910787,0.6341572032954799,0.6579455206709716,0.6436205744822979,0.6437319082609664,0.6436205744822979,0.6436205744822979,0.6275885103540414,0.662510205596378,0.6398723372671269,0.5231945372225933,0.5120611593557486,0.507941809545016,0.521376085504342,0.5241223187114971,0.5355525866547911,0.5322496845542938,0.510205596377941,0.5100571513397165,0.5267201068804275,0.5194834112669784,0.5220811994359088,0.511690046760187,0.5316930156609515,0.5159578416091443,0.5283158910413419,0.5208565278705559,0.5264974393230907,0.5192236324500854,0.5340681362725451,0.6255006583812344,0.6652935500630891
5,0.38614265568173384,0.514658947524679,0.6244711645513249,0.6245453870704372,0.6304089660803087,0.6266236176055815,0.6152304609218436,0.6121873376382394,0.5975655013731166,0.6307800786758703,0.395123580494322,0.389668225339568,0.3874044385066429,0.3874044385066429,0.38614265568173384,0.38614265568173384,0.38614265568173384,0.38614265568173384,0.5167000668002673,0.6254731685593409,0.6276256216135976,0.6344169821123729,0.6315965263861055,0.612595561493357,0.6160840198916351,0.38614265568173384,0.4845617160246419,0.6242856082535442,0.6016848511838492,0.5767460847621169,0.622021821420619,0.622021821420619,0.6239144956579826,0.6284049580642767,0.6310398574927633,0.5369628145179247,0.5364432568841386,0.5299487864618125,0.5369257032583686,0.5220440881763527,0.530802345431604,0.5339568024938767,0.5343650263489943,0.5345134713872188,0.5372597045943739,0.5380019297854969,0.5305054553551548,0.5280561122244489,0.5346990276849997,0.5369257032583686,0.5328434647071921,0.5410450530691011,0.539263712610406,0.5393008238699621,0.5238996511541602,0.58086268559066,0.6344169821123729
6,0.4481555704000594,0.6118533363022342,0.6736435834632227,0.6762784828917093,0.6762784828917093,0.675944481555704,0.6753135901432494,0.6753135901432494,0.6686335634231426,0.6730869145698805,0.4570622726935352,0.45220069769167964,0.44956579826319304,0.44956579826319304,0.4481555704000594,0.4481555704000594,0.4481555704000594,0.4481555704000594,0.6084019891635122,0.672975580791212,0.6757589252579232,0.675684702738811,0.6760929265939286,0.6757218139983671,0.6723818006383137,0.4481555704000594,0.6268091739033623,0.6755733689601425,0.6755733689601425,0.5741111853336303,0.6054330883990202,0.564610702887256,0.564610702887256,0.6746084762116826,0.6436205744822979,0.5076820307281229,0.5007051139315668,0.5040080160320641,0.5275365545906628,0.5207080828323313,0.5192978549691977,0.5132858309211015,0.507459363170786,0.5373710383730423,0.5107622652712833,0.5171825131744971,0.5221925332145773,0.5004082238551176,0.5263118830253098,0.5185927410376309,0.5148816150820159,0.5122467156535293,0.5132487196615453,0.5117271580197432,0.5213389742447858,0.6273960816007873,0.6762784828917093
7,0.3569732056706005,0.6233207155050843,0.6269205076820308,0.6263267275291323,0.6305574111185334,0.6198693683663623,0.6200920359236992,0.6265865063460254,0.5926668151117049,0.6164551324871966,0.6255845023380093,0.6259185036740147,0.35897721368663255,0.35897721368663255,0.3569732056706005,0.3569732056706005,0.3569732056706005,0.3569732056706005,0.6265493950864692,0.6264380613078008,0.6253989460402286,0.6283307355451644,0.624990722185111,0.6265493950864692,0.6288502931789505,0.3569732056706005,0.6101462183626513,0.62673495138425,0.5963037185482075,0.6291471832553996,0.5926297038521487,0.5926297038521487,0.6289616269576189,0.626475172567357,0.5639055889556892,0.5489126400950048,0.5522526534550583,0.5577080086098122,0.5407481629926519,0.5465004082238551,0.5348103614636681,0.5479477473465449,0.5552957767386625,0.5518073183403844,0.5430861723446894,0.5470570771171973,0.5539968826541973,0.5495064202479032,0.5450901803607214,0.5585986788391598,0.5395977139464113,0.5473910784532027,0.5334001336005344,0.5528093223484005,0.5526608773101759,0.5885667081762977,0.6305574111185334
8,0.4198396793587174,0.6557559563571588,0.6603206412825652,0.6633637645661694,0.6157871298151859,0.6145253469902768,0.6145253469902768,0.612595561493357,0.6532323907073406,0.6607659763972389,0.42600014844503825,0.42195502115341793,0.4221405774511987,0.4221405774511987,0.4198396793587174,0.4198396793587174,0.4198396793587174,0.4198396793587174,0.6594299710532175,0.663029763230164,0.663771988421287,0.6395383359311215,0.6628813181919394,0.6027610777109775,0.6510428263935278,0.4198396793587174,0.6402805611222445,0.6599124174274474,0.5829436651079938,0.6141542343947154,0.6152304609218436,0.6152304609218436,0.5936317078601647,0.663289542047057,0.6371632153195279,0.5140280561122245,0.5273138870333259,0.5190751874118608,0.521858531878572,0.5114673792028501,0.5355896979143472,0.5276478883693313,0.5237512061159356,0.5406739404735397,0.5161062866473688,0.5253098790172939,0.5172196244340533,0.5277592221479998,0.5153640614562458,0.5141022786313367,0.5267943293995399,0.5221554219550212,0.5300972315000371,0.5217843093594596,0.508684034736139,0.6116265452716131,0.663771988421287
9,0.41338232019594745,0.648111036888592,0.6520819416611,0.6502263786832925,0.6434721294440733,0.6435834632227417,0.643397906924961,0.6441772433756402,0.6332665330661322,0.6453276924218808,0.4171676686706747,0.4149781043568619,0.41523788317375493,0.41523788317375493,0.41338232019594745,0.41338232019594745,0.41338232019594745,0.41338232019594745,0.6514881615082015,0.6539003933793512,0.6519706078824316,0.612076003859571,0.6474430342165813,0.6305202998589772,0.5988643954575819,0.41338232019594745,0.6291471832553996,0.6518963853633193,0.6148593483262822,0.647109032880576,0.6457359162769984,0.6457359162769984,0.6234691605433088,0.6536406145624583,0.549209530171454,0.5287983374155719,0.517664959548727,0.5427150597491279,0.516143397906925,0.5274252208119944,0.5358865879907964,0.5254954353150746,0.5240480961923848,0.5142507236695614,0.5262376605061976,0.5213018629852297,0.531062124248497,0.516922734357604,0.5295034513471387,0.5175907370296148,0.5238625398946041,0.5298745639427002,0.5358123654716841,0.5260149929488607,0.5300230089809248,0.6113159102842173,0.6539003933793512
