,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,average_model,optimal_clustering
0,0.48169014084507045,0.5445422535211267,0.551012323943662,0.5308098591549296,0.5294014084507043,0.5286531690140845,0.5294014084507043,0.5286531690140845,0.48169014084507045,0.48169014084507045,0.48169014084507045,0.48169014084507045,0.48169014084507045,0.48169014084507045,0.48169014084507045,0.48169014084507045,0.48169014084507045,0.48169014084507045,0.4878521126760563,0.5038292253521127,0.5061179577464788,0.5055457746478873,0.5032570422535211,0.4932218309859155,0.5006161971830986,0.48169014084507045,0.5470510563380282,0.5518926056338028,0.5518485915492958,0.5518926056338028,0.5387764084507042,0.5387764084507042,0.5304137323943662,0.5118838028169014,0.4813820422535211,0.5003521126760564,0.4969630281690141,0.4936619718309859,0.5052376760563381,0.4997799295774648,0.4978433098591549,0.5127771257172666,0.5518926056338028
1,0.5022007042253521,0.5652288732394366,0.5566461267605634,0.5613116197183099,0.5624119718309859,0.5596390845070423,0.5580105633802817,0.5530369718309859,0.5022007042253521,0.5022007042253521,0.5022007042253521,0.5022007042253521,0.5022007042253521,0.5022007042253521,0.5022007042253521,0.5022007042253521,0.5022007042253521,0.5022007042253521,0.5378961267605634,0.4998239436619718,0.5154049295774648,0.4837588028169014,0.4794454225352113,0.4898767605633803,0.49203345070422533,0.5022007042253521,0.5705545774647888,0.5673855633802817,0.5665492957746479,0.565713028169014,0.5455105633802817,0.5452904929577465,0.5529489436619718,0.4901848591549296,0.49036091549295774,0.500968309859155,0.5060739436619718,0.4924295774647887,0.5047975352112676,0.491637323943662,0.5,0.5309255998956703,0.5705545774647888
2,0.4765404929577465,0.5816461267605634,0.5794014084507042,0.563644366197183,0.5659771126760563,0.5647887323943662,0.563600352112676,0.5610035211267606,0.4765404929577465,0.4765404929577465,0.4765404929577465,0.4765404929577465,0.4765404929577465,0.4765404929577465,0.4765404929577465,0.4765404929577465,0.4765404929577465,0.4765404929577465,0.541725352112676,0.5014084507042254,0.5231954225352112,0.5210387323943662,0.5121919014084507,0.5025088028169014,0.5151408450704226,0.4765404929577465,0.5848591549295775,0.5860915492957747,0.5856954225352112,0.5852992957746479,0.5392605633802817,0.5392605633802817,0.525,0.5077464788732394,0.4693661971830986,0.5000880281690141,0.503036971830986,0.5102992957746478,0.49414612676056335,0.5048415492957746,0.4992517605633803,0.5238735654668754,0.5860915492957747
3,0.47244718309859157,0.5456866197183099,0.5605193661971831,0.5450704225352113,0.5471830985915493,0.5521566901408451,0.5106073943661972,0.5327024647887324,0.47244718309859157,0.47244718309859157,0.47244718309859157,0.47244718309859157,0.47244718309859157,0.47244718309859157,0.47244718309859157,0.47244718309859157,0.47244718309859157,0.47244718309859157,0.48265845070422536,0.5013204225352113,0.48974471830985916,0.5176496478873239,0.5110475352112676,0.514480633802817,0.5137764084507043,0.47244718309859157,0.5452024647887324,0.5593309859154929,0.5565140845070422,0.5567341549295775,0.5569102112676056,0.5525528169014085,0.5525528169014085,0.5047535211267605,0.4747799295774648,0.49546654929577466,0.49837147887323946,0.5044454225352113,0.5058978873239437,0.4996919014084507,0.5003961267605633,0.5129694835680751,0.5605193661971831
4,0.504181338028169,0.5672095070422535,0.5557218309859155,0.561531690140845,0.5613116197183099,0.558274647887324,0.5569102112676056,0.5514964788732394,0.504181338028169,0.504181338028169,0.504181338028169,0.504181338028169,0.504181338028169,0.504181338028169,0.504181338028169,0.504181338028169,0.504181338028169,0.504181338028169,0.539612676056338,0.5008362676056338,0.5166813380281691,0.5028169014084507,0.4886443661971831,0.4933978873239437,0.493705985915493,0.504181338028169,0.5724471830985915,0.5657570422535211,0.5650088028169014,0.5639084507042254,0.5429137323943662,0.542693661971831,0.5514084507042254,0.4894366197183099,0.4921654929577465,0.503036971830986,0.49295774647887325,0.48974471830985916,0.496875,0.4901848591549296,0.497887323943662,0.5312663015127804,0.5724471830985915
5,0.48556338028169016,0.5497359154929577,0.5574383802816901,0.5397007042253521,0.5394366197183098,0.5486355633802817,0.5476672535211268,0.5220510563380282,0.48556338028169016,0.48556338028169016,0.48556338028169016,0.48556338028169016,0.48556338028169016,0.48556338028169016,0.48556338028169016,0.48556338028169016,0.48556338028169016,0.48556338028169016,0.518705985915493,0.4935299295774648,0.5179577464788733,0.5032570422535211,0.5024207746478874,0.5064700704225352,0.5064260563380282,0.48556338028169016,0.5490757042253521,0.5555457746478873,0.5526408450704225,0.5525968309859155,0.5524207746478873,0.5487676056338028,0.5495598591549296,0.47548415492957746,0.4853433098591549,0.5082746478873239,0.5010563380281691,0.497887323943662,0.4974031690140845,0.49304577464788735,0.4948943661971831,0.5173073161189359,0.5574383802816901
6,0.4817781690140845,0.5737676056338028,0.5702024647887324,0.5747799295774648,0.5759683098591549,0.5741637323943662,0.5731514084507042,0.5680897887323944,0.4817781690140845,0.4817781690140845,0.4817781690140845,0.4817781690140845,0.4817781690140845,0.4817781690140845,0.4817781690140845,0.4817781690140845,0.4817781690140845,0.4817781690140845,0.5437059859154929,0.49881161971830984,0.5321302816901409,0.5179137323943662,0.5018485915492957,0.5049295774647887,0.5107394366197183,0.4817781690140845,0.5791813380281691,0.5797095070422535,0.579137323943662,0.5783010563380282,0.5568661971830986,0.5570862676056338,0.5684419014084507,0.47442781690140845,0.5053697183098591,0.501144366197183,0.4930017605633803,0.4891725352112676,0.4933098591549296,0.4920774647887324,0.5022887323943662,0.5291927490871152,0.5797095070422535
7,0.48956866197183097,0.5481954225352113,0.5546654929577465,0.5339348591549296,0.5334066901408451,0.5443661971830986,0.543661971830986,0.5187940140845071,0.48956866197183097,0.48956866197183097,0.48956866197183097,0.48956866197183097,0.48956866197183097,0.48956866197183097,0.48956866197183097,0.48956866197183097,0.48956866197183097,0.48956866197183097,0.5241197183098592,0.4914612676056338,0.516769366197183,0.4851672535211268,0.49964788732394366,0.5032570422535211,0.4999119718309859,0.48956866197183097,0.5474471830985915,0.5540052816901408,0.5497799295774648,0.5496478873239437,0.5488556338028169,0.5451144366197183,0.5452024647887324,0.4789612676056338,0.4891725352112676,0.5065580985915493,0.5028609154929577,0.4988556338028169,0.49691901408450706,0.5056338028169014,0.5040492957746479,0.5174246870109546,0.5546654929577465
8,0.4884683098591549,0.5444542253521126,0.5515404929577464,0.5337147887323944,0.534330985915493,0.542649647887324,0.5418573943661972,0.5189700704225352,0.4884683098591549,0.4884683098591549,0.4884683098591549,0.4884683098591549,0.4884683098591549,0.4884683098591549,0.4884683098591549,0.4884683098591549,0.4884683098591549,0.4884683098591549,0.516593309859155,0.5033010563380281,0.5044894366197183,0.48617957746478874,0.4963468309859155,0.4868838028169014,0.4970950704225352,0.4884683098591549,0.5431778169014084,0.55,0.5471830985915493,0.5471390845070423,0.546875,0.5433098591549296,0.5439260563380282,0.4759242957746479,0.48868838028169015,0.50625,0.4948503521126761,0.5026848591549296,0.49810739436619716,0.49392605633802816,0.5040933098591549,0.5158108372456964,0.5515404929577464
9,0.4689260563380282,0.5556338028169014,0.5658010563380281,0.55,0.5532570422535211,0.559463028169014,0.5578785211267606,0.5386003521126761,0.4689260563380282,0.4689260563380282,0.4689260563380282,0.4689260563380282,0.4689260563380282,0.4689260563380282,0.4689260563380282,0.4689260563380282,0.4689260563380282,0.4689260563380282,0.5219630281690141,0.5037411971830986,0.5296654929577465,0.5113116197183099,0.48023767605633805,0.5027288732394366,0.5199823943661972,0.4689260563380282,0.5537411971830986,0.5633802816901409,0.5638204225352113,0.5640404929577465,0.5637764084507042,0.5607394366197183,0.5608274647887324,0.509375,0.4691461267605634,0.49308978873239434,0.5022007042253521,0.5060299295774648,0.5025528169014084,0.4948943661971831,0.5037411971830986,0.5165802686489306,0.5658010563380281
