,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,average_model,optimal_clustering
0,0.4879042775169536,0.5347222222222222,0.5371674491392802,0.5194314032342201,0.5208985393844549,0.5199204486176318,0.5204747000521649,0.5171165884194053,0.4879042775169536,0.4879042775169536,0.4879042775169536,0.4879042775169536,0.4879042775169536,0.4879042775169536,0.4879042775169536,0.4879042775169536,0.4879042775169536,0.4879042775169536,0.49116458007303077,0.5026734480959834,0.5041079812206573,0.5030972874282733,0.5013367240479917,0.49338158581116326,0.4993153364632238,0.4879042775169536,0.5362545644235786,0.5378195096504955,0.5375260824204486,0.537623891497131,0.5260824204486176,0.5260824204486176,0.520735524256651,0.5068140323422013,0.4872196139801774,0.4990545122587376,0.49876108502869065,0.4957942097026604,0.5042383933229003,0.5000652060511216,0.49921752738654146,0.500293427230047,0.4968701095461659,0.5017931664058425,0.5001304121022431,0.4972939488784559,0.49911971830985913,0.49902190923317685,0.4986958789775691,0.4991523213354199,0.5009128847157016,0.4993153364632238,0.5049230568596765,0.5009780907668232,0.5015975482524778,0.5123179060646458,0.5378195096504955
1,0.5009454877412624,0.549067553468962,0.5423839332290037,0.5463615023474179,0.5460354720918101,0.5452856025039123,0.5430685967657799,0.5442749087115284,0.5009454877412624,0.5009454877412624,0.5009454877412624,0.5009454877412624,0.5009454877412624,0.5009454877412624,0.5009454877412624,0.5009454877412624,0.5009454877412624,0.5009454877412624,0.5279733959311425,0.5006194574856546,0.5117696922274387,0.4876760563380282,0.48513302034428796,0.4924034950443401,0.49413145539906106,0.5009454877412624,0.5534037558685446,0.5508607198748043,0.5500456442357851,0.5494261867501304,0.5348526343244653,0.5344287949921753,0.5404277516953573,0.4928925404277517,0.4921752738654147,0.5000978090766823,0.5047926447574335,0.4963810641627543,0.5019561815336463,0.49494653103808034,0.5016627543035994,0.502151799687011,0.5063575899843505,0.5054447052686489,0.4961528429838289,0.4993153364632238,0.5008150756390193,0.5041731872717788,0.5033581116327596,0.4993153364632238,0.4984676577986437,0.503423317683881,0.4939358372456964,0.48842592592592593,0.5038471570161711,0.5229066442551054,0.5534037558685446
2,0.48422013562858635,0.5616849243609807,0.5590440792905582,0.5497848200312989,0.5473069900886802,0.5485133020344288,0.5462310902451748,0.548480699008868,0.48422013562858635,0.48422013562858635,0.48422013562858635,0.48422013562858635,0.48422013562858635,0.48422013562858635,0.48422013562858635,0.48422013562858635,0.48422013562858635,0.48422013562858635,0.532048774126239,0.4989241001564945,0.5159754825247783,0.5141823161189358,0.5078899321857069,0.5003260302556077,0.5098135106937924,0.48422013562858635,0.5635432968179447,0.5642605633802817,0.5637715179968701,0.5634780907668232,0.5274191444966093,0.5274191444966093,0.5170513823682837,0.5044014084507042,0.4789058424621805,0.49925013041210226,0.4989567031820553,0.5070748565466875,0.4930881585811163,0.5044014084507042,0.4993479394887846,0.4930229525299948,0.4933163797600417,0.5031950965049556,0.49947835159102766,0.5050534689619197,0.49911971830985913,0.502445226917058,0.4981742305685968,0.4987284820031299,0.49944574856546686,0.5026734480959834,0.5033255086071987,0.5089006259780907,0.49876108502869065,0.5254569253656369,0.5642605633802817
3,0.47975352112676056,0.5329616588419406,0.547339593114241,0.5431011997913406,0.5294079290558164,0.5408841940532081,0.5073030777256129,0.5396778821074596,0.47975352112676056,0.47975352112676056,0.47975352112676056,0.47975352112676056,0.47975352112676056,0.47975352112676056,0.47975352112676056,0.47975352112676056,0.47975352112676056,0.47975352112676056,0.4876434533124674,0.5025104329681794,0.492566510172144,0.5125195618153364,0.5072378716744914,0.5094548774126239,0.5099765258215962,0.47975352112676056,0.5337767344809599,0.5471113719353156,0.5444379238393323,0.5444705268648931,0.5440792905581638,0.5409820031298904,0.5413080333854982,0.5033581116327596,0.48148148148148145,0.49739175795513824,0.5006520605112155,0.5033907146583203,0.5064227960354721,0.4979786124152321,0.4983698487219614,0.5006520605112155,0.5056077203964527,0.4930881585811163,0.49856546687532605,0.5074008868022952,0.49925013041210226,0.4986958789775691,0.4957290036515389,0.495989827856025,0.5033907146583203,0.5035211267605634,0.5016953573291602,0.501141105894627,0.4982068335941575,0.5171334936919183,0.547339593114241
4,0.5053794992175273,0.5494587897756912,0.5388628064684403,0.5418622848200313,0.542188315075639,0.5409820031298904,0.5384389671361502,0.5397104851330203,0.5053794992175273,0.5053794992175273,0.5053794992175273,0.5053794992175273,0.5053794992175273,0.5053794992175273,0.5053794992175273,0.5053794992175273,0.5053794992175273,0.5053794992175273,0.5284950443401147,0.49742436098069903,0.5125521648408973,0.5006520605112155,0.49047991653625456,0.49387063119457486,0.4939684402712572,0.5053794992175273,0.5541862284820032,0.5466875326030256,0.5461332811684925,0.5451225873761085,0.5304186228482003,0.5301904016692749,0.5354068857589984,0.49250130412102244,0.4957616066770996,0.500293427230047,0.4955007824726135,0.49162102243088157,0.4969679186228482,0.49422926447574334,0.49765258215962443,0.4982068335941575,0.49582681272822116,0.5047926447574335,0.5012063119457486,0.5036841418883672,0.5000326030255607,0.5044992175273866,0.4964788732394366,0.4955333854981742,0.4979134063641106,0.49341418883672405,0.5045318205529473,0.4935772039645279,0.5011085028690663,0.5224767673254893,0.5541862284820032
5,0.49139280125195617,0.5388628064684403,0.5437858633281168,0.5376564945226917,0.5215505998956703,0.536613197704747,0.5360263432446531,0.5368414188836724,0.49139280125195617,0.49139280125195617,0.49139280125195617,0.49139280125195617,0.49139280125195617,0.49139280125195617,0.49139280125195617,0.49139280125195617,0.49139280125195617,0.49139280125195617,0.5143779342723005,0.49383802816901406,0.5129107981220657,0.5020213875847679,0.49970657276995306,0.5038145539906104,0.502282211789254,0.49139280125195617,0.5384389671361502,0.5427751695357329,0.5397756911841419,0.5399387063119457,0.5400691184141888,0.5372978612415232,0.5372978612415232,0.48490479916536255,0.49142540427751696,0.5064553990610329,0.49960876369327073,0.49921752738654146,0.4984024517475222,0.4923708920187793,0.49628325508607196,0.5004564423578508,0.49693531559728743,0.5104981742305686,0.49690271257172663,0.49967396974439227,0.49612023995826815,0.501858372456964,0.5025104329681794,0.5012715179968701,0.5058359415753781,0.49902190923317685,0.502575639019301,0.4997717788210746,0.502445226917058,0.518436407194884,0.5437858633281168
6,0.48490479916536255,0.5534363588941054,0.5524256651017214,0.5564684402712572,0.5545774647887324,0.5556533646322379,0.5538275952008347,0.5552947313510693,0.48490479916536255,0.48490479916536255,0.48490479916536255,0.48490479916536255,0.48490479916536255,0.48490479916536255,0.48490479916536255,0.48490479916536255,0.48490479916536255,0.48490479916536255,0.5311032863849765,0.4994131455399061,0.5241588419405321,0.5150625978090767,0.5030320813771518,0.504857850808555,0.5092266562336984,0.48490479916536255,0.5574465310380803,0.5597287428273344,0.5591092853416797,0.5582290036515388,0.5448291601460615,0.5444705268648931,0.551773604590506,0.47991653625456443,0.5052490871152843,0.49944574856546686,0.49341418883672405,0.4939684402712572,0.49292514345331245,0.4934467918622848,0.49879368805425145,0.4957942097026604,0.5030972874282733,0.49504434011476267,0.4979786124152321,0.49990219092331767,0.5041405842462181,0.5054773082942097,0.5003586332811685,0.49947835159102766,0.49788080333854984,0.49432707355242567,0.5056403234220136,0.49227308294209704,0.4955333854981742,0.5284781390676018,0.5597287428273344
7,0.4926643192488263,0.5383085550339072,0.5423187271778821,0.5363849765258216,0.5204747000521649,0.5350808555033907,0.5337115284298383,0.5347874282733438,0.4926643192488263,0.4926643192488263,0.4926643192488263,0.4926643192488263,0.4926643192488263,0.4926643192488263,0.4926643192488263,0.4926643192488263,0.4926643192488263,0.4926643192488263,0.5164319248826291,0.49726134585289516,0.5117044861763171,0.48823030777256127,0.5009780907668232,0.5023474178403756,0.4990871152842984,0.4926643192488263,0.5367762128325508,0.5405255607720396,0.5382433489827856,0.5382107459572248,0.5382759520083463,0.5349830464267084,0.5349830464267084,0.48330725091288473,0.4924360980699009,0.5072704747000522,0.5000978090766823,0.4981742305685968,0.49654407929055816,0.5018257694314032,0.5016953573291602,0.5006846635367762,0.5020865936358894,0.5070748565466875,0.5030320813771518,0.4938054251434533,0.5005542514345331,0.49853286384976525,0.49455529473135107,0.49585941575378195,0.5016953573291602,0.4995109546165884,0.4955333854981742,0.49559859154929575,0.5009780907668232,0.5172409629243223,0.5423187271778821
8,0.4933163797600417,0.532896452790819,0.5369066249347939,0.5320161711006781,0.5166927490871153,0.5306468440271257,0.529603547209181,0.530614241001565,0.4933163797600417,0.4933163797600417,0.4933163797600417,0.4933163797600417,0.4933163797600417,0.4933163797600417,0.4933163797600417,0.4933163797600417,0.4933163797600417,0.4933163797600417,0.5129107981220657,0.5020213875847679,0.5029668753260302,0.489273604590506,0.4955007824726135,0.48979525299947835,0.4959246218049035,0.4933163797600417,0.5331246739697444,0.536613197704747,0.5344613980177361,0.5342983828899321,0.5337115284298383,0.5309402712571727,0.5313315075639019,0.48285080855503393,0.4934793948878456,0.5043362023995827,0.4953051643192488,0.5029342723004695,0.5000652060511216,0.4947509128847157,0.5020865936358894,0.5009128847157016,0.4917514345331247,0.49537037037037035,0.4966092853416797,0.5031624934793949,0.4986958789775691,0.5011737089201878,0.4968375065206051,0.5006846635367762,0.5044992175273866,0.5028038601982264,0.4984676577986437,0.5024126238914971,0.4969679186228482,0.5141424679765838,0.5369066249347939
9,0.4778625456442358,0.5409820031298904,0.5488393322900366,0.5442749087115284,0.531885758998435,0.5442749087115284,0.5422535211267606,0.543329420970266,0.4778625456442358,0.4778625456442358,0.4778625456442358,0.4778625456442358,0.4778625456442358,0.4778625456442358,0.4778625456442358,0.4778625456442358,0.4778625456442358,0.4778625456442358,0.5142149191444966,0.5024126238914971,0.519464006259781,0.505868544600939,0.48558946270213876,0.503292905581638,0.5141171100678142,0.4778625456442358,0.5389280125195618,0.5475026082420449,0.5471113719353156,0.5472743870631195,0.5470787689097548,0.5448291601460615,0.5448291601460615,0.505868544600939,0.4782863849765258,0.49413145539906106,0.4995109546165884,0.5032603025560772,0.5017279603547209,0.4989241001564945,0.5046296296296297,0.49494653103808034,0.506585811163276,0.492566510172144,0.4980438184663537,0.5040101721439749,0.4964136671883151,0.5023474178403756,0.4931207616066771,0.4996413667188315,0.49677230046948356,0.4968375065206051,0.4993153364632238,0.5014671361502347,0.5016953573291602,0.5205169632334473,0.5488393322900366
