,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,average_model,optimal_clustering
0,0.3320094734924394,0.7449079978138095,0.7449079978138095,0.7449079978138095,0.7257423938786665,0.7257423938786665,0.7257423938786665,0.7257423938786665,0.7429404263071597,0.7449079978138095,0.7449079978138095,0.7449079978138095,0.7449079978138095,0.7449079978138095,0.7449079978138095,0.7449079978138095,0.7449079978138095,0.3320094734924394,0.7449079978138095,0.7449079978138095,0.7449079978138095,0.7449079978138095,0.7449079978138095,0.7449079978138095,0.7449079978138095,0.3320094734924394,0.5447258152668975,0.7083986154126435,0.7083986154126435,0.7083986154126435,0.7083986154126435,0.7083986154126435,0.7083986154126435,0.7449079978138095,0.4428493350337038,0.5567498633630898,0.5482965931863727,0.5548551648752049,0.5663691018400437,0.5347422116961195,0.5488067043177264,0.5601020222262707,0.5598105301512115,0.5794862452177082,0.5469848788486062,0.535325195846238,0.5361267990526507,0.5563854982692658,0.5638914192020404,0.5541993077063218,0.5514301329932593,0.554126434687557,0.5474221169611951,0.5496811805429039,0.5596647841136819,0.5529604663873201,0.6846959913092178,0.7449079978138095
1,0.3892147932228093,0.5868464201129532,0.6858808526143195,0.6660593915102934,0.6624157405720532,0.6672253598105301,0.6660593915102934,0.650318819457096,0.6822372016760795,0.6858808526143195,0.6858808526143195,0.6858808526143195,0.5868464201129532,0.5868464201129532,0.5868464201129532,0.5868464201129532,0.5868464201129532,0.3892147932228093,0.5868464201129532,0.6858808526143195,0.6658407724539989,0.6683184550920022,0.625979231189652,0.6470395336126799,0.6663508835853525,0.3892147932228093,0.4882492257241756,0.5868464201129532,0.6858808526143195,0.5764984514483512,0.6505374385133904,0.6505374385133904,0.6535252322827473,0.6858808526143195,0.48016032064128256,0.547130624886136,0.5310985607578794,0.5456731645108399,0.5369284022590636,0.5294953543450538,0.5411550373474221,0.5273820368008745,0.5472763709236655,0.5323374020768811,0.5304427035889961,0.5319001639642922,0.5267990526507561,0.5251229732191656,0.5327746401894699,0.5305884496265257,0.5259245764255784,0.5267990526507561,0.5353980688650027,0.5218436873747495,0.5340863545272363,0.5295682273638186,0.6109430983178478,0.6858808526143195
2,0.37307341956640555,0.5741300783384952,0.6896338130807068,0.6805246857351066,0.6770996538531608,0.681472034979049,0.6805246857351066,0.6661687010384405,0.6858444161049372,0.6896338130807068,0.6896338130807068,0.6896338130807068,0.5741300783384952,0.5741300783384952,0.5741300783384952,0.5741300783384952,0.5741300783384952,0.37307341956640555,0.5741300783384952,0.6896338130807068,0.6805246857351066,0.6817635270541083,0.6228821278921479,0.650136636910184,0.6755693204591,0.37307341956640555,0.48857715430861726,0.5741300783384952,0.6896338130807068,0.6586627801056659,0.666751685188559,0.666751685188559,0.6697394789579159,0.6896338130807068,0.6141373656403717,0.5366004736746219,0.532155219529969,0.5245764255784295,0.5408271087629805,0.5414100929130989,0.5450537438513391,0.532519584623793,0.5529240298779377,0.5281472034979049,0.5411914738568046,0.5304062670796138,0.5327382036800874,0.547677172526872,0.5285115685917289,0.5260338859537257,0.5323009655674986,0.5371834578247404,0.5454181089451631,0.5260338859537257,0.5420659500819821,0.5306248861359082,0.6199672071415557,0.6896338130807068
3,0.38360357077791946,0.5932592457642558,0.6929495354345053,0.6929495354345053,0.6929495354345053,0.6430315175806158,0.6503916924758608,0.6517762798323921,0.692002186190563,0.6925851703406813,0.6929495354345053,0.6929495354345053,0.5932592457642558,0.5932592457642558,0.5932592457642558,0.5932592457642558,0.5932592457642558,0.38360357077791946,0.5932592457642558,0.6929495354345053,0.6929495354345053,0.6345053743851339,0.6471124066314448,0.6417198032428494,0.6918564401530334,0.38360357077791946,0.6929495354345053,0.5932592457642558,0.6929495354345053,0.604263071597741,0.668026963016943,0.6380032792858444,0.6380032792858444,0.6929495354345053,0.4557478593550738,0.531608671889233,0.5321187830205867,0.5216979413372199,0.5378028784842412,0.5251958462379304,0.5238112588813991,0.5353980688650027,0.5332847513208234,0.541956640553835,0.529786846420113,0.53641829112771,0.5501184186554928,0.5306613226452905,0.5265804335944616,0.5286208781198761,0.5139734013481508,0.5292038622699945,0.531973036983057,0.5417380214975406,0.5475678629987247,0.5309528147203498,0.6221277571978975,0.6929495354345053
4,0.3712880306066679,0.5905629440699581,0.6999453452359264,0.6999453452359264,0.6999453452359264,0.6810712333758426,0.6563672800145746,0.6563672800145746,0.6997267261796319,0.6997995991983968,0.6999453452359264,0.6999453452359264,0.5905629440699581,0.5905629440699581,0.5905629440699581,0.5905629440699581,0.5905629440699581,0.3712880306066679,0.5905629440699581,0.6999453452359264,0.6999453452359264,0.6859537256330843,0.5703042448533431,0.6611768992530516,0.6977591546729823,0.3712880306066679,0.6999453452359264,0.5905629440699581,0.6999453452359264,0.662488613590818,0.6638003279285845,0.6529422481326289,0.6529422481326289,0.6999453452359264,0.6147567862998725,0.5340863545272363,0.5413736564037165,0.5404991801785389,0.5418108945163054,0.5399890690471852,0.5480051011113135,0.5376571324467116,0.5359810530151211,0.5276006558571689,0.541592275460011,0.5456731645108399,0.5461104026234287,0.5340134815084715,0.5327746401894699,0.5550737839314993,0.5166697030424485,0.5254873383129897,0.5405720531973037,0.5632355620331573,0.5474949899799599,0.5622882127892148,0.6339385842391854,0.6999453452359264
5,0.386737110584806,0.5941337219894334,0.6869739478957916,0.6869739478957916,0.6869739478957916,0.646966660593915,0.6346511204226635,0.6329021679723082,0.6857351065767899,0.6863909637456732,0.6869739478957916,0.6869739478957916,0.5941337219894334,0.5941337219894334,0.5941337219894334,0.5941337219894334,0.5941337219894334,0.386737110584806,0.5941337219894334,0.6869739478957916,0.6869739478957916,0.6351612315540172,0.5532519584623793,0.6274366915649481,0.6860265986518491,0.386737110584806,0.6869739478957916,0.5941337219894334,0.6869739478957916,0.6076881034796866,0.664310439059938,0.6485698670067408,0.6485698670067408,0.6869739478957916,0.4572781927491346,0.5180542903989798,0.5292767352887593,0.5431954818728366,0.5377300054654764,0.5420295135725998,0.5210420841683366,0.5252687192566952,0.5257788303880488,0.5230825286937512,0.5302240845327018,0.5388959737657133,0.5243942430315176,0.5259974494443432,0.5305884496265257,0.5517216250683185,0.5395518309345965,0.5313171798141738,0.5295682273638186,0.505082893058845,0.519074512661687,0.5558753871379122,0.6200468276620582,0.6869739478957916
6,0.37948624521770813,0.5790854436145018,0.6844598287484059,0.675204955365276,0.6723629076334487,0.6765895427218073,0.675204955365276,0.6620149389688468,0.6808161778101658,0.6844598287484059,0.6844598287484059,0.6844598287484059,0.5790854436145018,0.5790854436145018,0.5790854436145018,0.5790854436145018,0.5790854436145018,0.37948624521770813,0.5790854436145018,0.6844598287484059,0.6756421934778648,0.6776097649845145,0.6223720167607943,0.608453270176717,0.6714155583895063,0.37948624521770813,0.4848606303516123,0.5790854436145018,0.6844598287484059,0.653051557660776,0.6620149389688468,0.6620149389688468,0.6650756057569684,0.6844598287484059,0.47575150300601204,0.5527782838404081,0.5441063946073966,0.5333211878302059,0.5383494261249773,0.5384222991437421,0.5450537438513391,0.5320094734924394,0.5350701402805611,0.5361632355620332,0.5403898706503917,0.5420659500819821,0.5275642193477865,0.5473856804518127,0.5384951721625069,0.5473128074330479,0.5285844416104937,0.5352158863180907,0.5365276006558571,0.5275642193477865,0.5271269812351976,0.5287301876480233,0.6134923044742684,0.6844598287484059
7,0.3875751503006012,0.5995627618874112,0.6969939879759519,0.6969939879759519,0.6969939879759519,0.6690836217890326,0.6462014938968846,0.6470759701220623,0.6959008926944799,0.6967753689196575,0.6969939879759519,0.6969939879759519,0.5995627618874112,0.5995627618874112,0.5995627618874112,0.5995627618874112,0.5995627618874112,0.3875751503006012,0.5995627618874112,0.6969939879759519,0.6969939879759519,0.6761523046092185,0.5664784113681909,0.6585170340681362,0.6950992894880671,0.3875751503006012,0.6969939879759519,0.5995627618874112,0.6969939879759519,0.6404445254144653,0.6425578429586446,0.6362907633448716,0.6362907633448716,0.6969939879759519,0.4597923118965203,0.5434505374385133,0.5372563308435052,0.5411186008380398,0.5363818546183275,0.5201311714337766,0.5319366004736746,0.5339041719803242,0.5307706321734378,0.5399526325378029,0.5275642193477865,0.5386409182000365,0.5242849335033704,0.536236108580798,0.5276370923665513,0.5524139187465841,0.5365276006558571,0.5466569502641647,0.5354345053743851,0.5400983785753325,0.5346329021679723,0.5336855529240299,0.6266094478519328,0.6969939879759519
8,0.36986700674075423,0.5772636181453816,0.6906540353434141,0.6843869557296411,0.680743304791401,0.6851156859172891,0.6843869557296411,0.6696666059391511,0.6868646383676443,0.6906540353434141,0.6906540353434141,0.6906540353434141,0.5772636181453816,0.5772636181453816,0.5772636181453816,0.5772636181453816,0.5772636181453816,0.36986700674075423,0.5772636181453816,0.6906540353434141,0.6841683366733466,0.6858444161049372,0.6244853343049735,0.6513026052104208,0.6758608125341592,0.36986700674075423,0.4832574239387867,0.5772636181453816,0.6906540353434141,0.6609947167061395,0.669302240845327,0.669302240845327,0.6716341774458007,0.6906540353434141,0.6175623975223173,0.5279285844416105,0.5374020768810348,0.525523774822372,0.5323738385862634,0.5422845691382766,0.5458553470577518,0.5513936964838768,0.5225359810530151,0.5402441246128621,0.5422116961195117,0.5324467116050282,0.5445436327199854,0.5476042995081071,0.5344142831116779,0.5513936964838768,0.5477500455456368,0.5383494261249773,0.532519584623793,0.5562761887411186,0.5451994898888687,0.5521952996902897,0.621767440605116,0.6906540353434141
9,0.3875387137912188,0.5840043723811259,0.6814355984696666,0.6592093277464018,0.662852978684642,0.6570960102022226,0.6592093277464018,0.6392421206048461,0.6767717252687192,0.6814355984696666,0.6814355984696666,0.6814355984696666,0.5840043723811259,0.5840043723811259,0.5840043723811259,0.5840043723811259,0.5840043723811259,0.3875387137912188,0.5840043723811259,0.6814355984696666,0.657314629258517,0.6539624703953362,0.6242302787392968,0.671306248861359,0.6546912005829841,0.3875387137912188,0.4849699398797595,0.5840043723811259,0.6814355984696666,0.6119147385680452,0.6699945345235926,0.6699945345235926,0.6462379304062671,0.6814355984696666,0.4831481144106395,0.536782656221534,0.5360539260338859,0.5141191473856804,0.519438877755511,0.5348150847148843,0.5182000364365094,0.5278192749134633,0.5512115139369649,0.5406449262160685,0.5355438149025323,0.5364911641464748,0.533066132264529,0.5259974494443432,0.5324831481144107,0.5380214975405356,0.536782656221534,0.5396975769721261,0.5243213700127528,0.5141191473856804,0.5310985607578794,0.5326288941519403,0.6100875150975352,0.6814355984696666
